"race","sex","x","lx","dx","Lx"
"non-hispanic asian","all","[54,55)",96069.3984375,284.837310791016,95926.984375
"non-hispanic asian","all","[55,56)",95784.5625,304.013793945312,95632.5546875
"non-hispanic asian","all","[56,57)",95480.546875,326.394744873047,95317.34375
"non-hispanic asian","all","[57,58)",95154.1484375,353.213745117188,94977.546875
"non-hispanic asian","all","[58,59)",94800.9375,385.871459960938,94608
"non-hispanic asian","all","[59,60)",94415.0625,423.664306640625,94203.234375
"non-hispanic asian","all","[60,Inf)",93991.3984375,93991.4031677246,2460948.30761719
"non-hispanic asian","female","[0,1)",1e+05,292.298187255859,99736.9296875
"non-hispanic asian","female","[1,2)",99707.703125,17.3426933288574,99699.03125
"non-hispanic asian","female","[2,3)",99690.359375,17.9316692352295,99681.390625
"non-hispanic asian","female","[3,4)",99672.4296875,8.32827758789062,99668.265625
"non-hispanic asian","female","[4,5)",99664.1015625,7.27943086624146,99660.4609375
"non-hispanic asian","female","[5,6)",99656.8203125,8.19143867492676,99652.71875
"non-hispanic asian","female","[6,7)",99648.625,7.54730606079102,99644.8515625
"non-hispanic asian","female","[7,8)",99641.078125,7.03747940063477,99637.5625
"non-hispanic asian","female","[8,9)",99634.0390625,6.497230052948,99630.7890625
"non-hispanic asian","female","[9,10)",99627.5390625,5.92504358291626,99624.578125
"non-hispanic asian","female","[10,11)",99621.6171875,5.50907468795776,99618.859375
"non-hispanic asian","female","[11,12)",99616.109375,5.63058376312256,99613.296875
"non-hispanic asian","female","[12,13)",99610.4765625,6.76497173309326,99607.09375
"non-hispanic asian","female","[13,14)",99603.7109375,9.13582897186279,99599.140625
"non-hispanic asian","female","[14,15)",99594.578125,12.2950105667114,99588.4296875
"non-hispanic asian","female","[15,16)",99582.28125,15.7402181625366,99574.40625
"non-hispanic asian","female","[16,17)",99566.5390625,18.8712997436523,99557.1015625
"non-hispanic asian","female","[17,18)",99547.6640625,21.3757381439209,99536.9765625
"non-hispanic asian","female","[18,19)",99526.2890625,23.0232677459717,99514.78125
"non-hispanic asian","female","[19,20)",99503.265625,24.022180557251,99491.25
"non-hispanic asian","female","[20,21)",99479.2421875,24.966682434082,99466.7578125
"non-hispanic asian","female","[21,22)",99454.2734375,25.9174747467041,99441.3125
"non-hispanic asian","female","[22,23)",99428.359375,26.3760299682617,99415.171875
"non-hispanic asian","female","[23,24)",99401.984375,26.2823619842529,99388.84375
"non-hispanic asian","female","[24,25)",99375.703125,25.8796062469482,99362.765625
"non-hispanic asian","female","[25,26)",99349.8203125,25.4263248443604,99337.109375
"non-hispanic asian","female","[26,27)",99324.390625,25.1798114776611,99311.796875
"non-hispanic asian","female","[27,28)",99299.2109375,25.2450199127197,99286.59375
"non-hispanic asian","female","[28,29)",99273.96875,25.7162704467773,99261.109375
"non-hispanic asian","female","[29,30)",99248.25,26.5186634063721,99234.9921875
"non-hispanic asian","female","[30,31)",99221.734375,27.4625244140625,99208
"non-hispanic asian","female","[31,32)",99194.2734375,28.5053691864014,99180.015625
"non-hispanic asian","female","[32,33)",99165.765625,29.8026313781738,99150.859375
"non-hispanic asian","female","[33,34)",99135.9609375,31.4040927886963,99120.2578125
"non-hispanic asian","female","[34,35)",99104.5546875,33.3230476379395,99087.890625
"non-hispanic asian","female","[35,36)",99071.234375,35.6558799743652,99053.40625
"non-hispanic asian","female","[36,37)",99035.578125,38.2997894287109,99016.4296875
"non-hispanic asian","female","[37,38)",98997.28125,41.1037406921387,98976.734375
"non-hispanic asian","female","[38,39)",98956.1796875,44.0384979248047,98934.15625
"non-hispanic asian","female","[39,40)",98912.140625,47.2923889160156,98888.5
"non-hispanic asian","female","[40,41)",98864.8515625,50.9723358154297,98839.3671875
"non-hispanic asian","female","[41,42)",98813.8828125,55.4598121643066,98786.15625
"non-hispanic asian","female","[42,43)",98758.421875,61.0826568603516,98727.875
"non-hispanic asian","female","[43,44)",98697.3359375,67.9043121337891,98663.3828125
"non-hispanic asian","female","[44,45)",98629.4296875,75.5898056030273,98591.640625
"non-hispanic asian","female","[45,46)",98553.84375,83.6802825927734,98512
"non-hispanic asian","female","[46,47)",98470.1640625,92.1206512451172,98424.109375
"non-hispanic asian","female","[47,48)",98378.046875,101.306785583496,98327.390625
"non-hispanic asian","female","[48,49)",98276.7421875,111.633644104004,98220.921875
"non-hispanic asian","female","[49,50)",98165.109375,123.293159484863,98103.4609375
"non-hispanic asian","female","[50,51)",98041.8125,136.842712402344,97973.390625
"non-hispanic asian","female","[51,52)",97904.96875,151.425643920898,97829.2578125
"non-hispanic asian","female","[52,53)",97753.546875,165.514694213867,97670.7890625
"non-hispanic asian","female","[53,54)",97588.03125,177.967575073242,97499.046875
"non-hispanic asian","female","[54,55)",97410.0625,189.410980224609,97315.359375
"non-hispanic asian","female","[55,56)",97220.6484375,201.836608886719,97119.734375
"non-hispanic asian","female","[56,57)",97018.8125,216.671951293945,96910.4765625
"non-hispanic asian","female","[57,58)",96802.140625,233.513565063477,96685.3828125
"non-hispanic asian","female","[58,59)",96568.625,252.875015258789,96442.1875
"non-hispanic asian","female","[59,60)",96315.75,275.050628662109,96178.2265625
"non-hispanic asian","female","[60,Inf)",96040.703125,96040.7018432617,2660347.90576172
"non-hispanic asian","male","[0,1)",1e+05,328.567077636719,99704.9453125
"non-hispanic asian","male","[1,2)",99671.4296875,22.711462020874,99660.078125
"non-hispanic asian","male","[2,3)",99648.71875,11.5106372833252,99642.96875
"non-hispanic asian","male","[3,4)",99637.2109375,9.53280925750732,99632.4453125
"non-hispanic asian","male","[4,5)",99627.6796875,6.82069969177246,99624.265625
"non-hispanic asian","male","[5,6)",99620.859375,6.41032123565674,99617.65625
"non-hispanic asian","male","[6,7)",99614.4453125,5.68351650238037,99611.609375
"non-hispanic asian","male","[7,8)",99608.765625,5.29563283920288,99606.1171875
"non-hispanic asian","male","[8,9)",99603.46875,5.22793388366699,99600.859375
"non-hispanic asian","male","[9,10)",99598.2421875,5.52481508255005,99595.484375
"non-hispanic asian","male","[10,11)",99592.71875,6.29926156997681,99589.5703125
"non-hispanic asian","male","[11,12)",99586.421875,7.71926736831665,99582.5625
"non-hispanic asian","male","[12,13)",99578.703125,9.95196723937988,99573.7265625
"non-hispanic asian","male","[13,14)",99568.75,13.0465574264526,99562.2265625
"non-hispanic asian","male","[14,15)",99555.703125,16.8520393371582,99547.28125
"non-hispanic asian","male","[15,16)",99538.8515625,20.7837944030762,99528.4609375
"non-hispanic asian","male","[16,17)",99518.0703125,25.0589866638184,99505.5390625
"non-hispanic asian","male","[17,18)",99493.0078125,30.3414077758789,99477.8359375
"non-hispanic asian","male","[18,19)",99462.6640625,36.7791404724121,99444.2734375
"non-hispanic asian","male","[19,20)",99425.8828125,43.8109321594238,99403.9765625
"non-hispanic asian","male","[20,21)",99382.0703125,51.109691619873,99356.515625
"non-hispanic asian","male","[21,22)",99330.9609375,57.604133605957,99302.15625
"non-hispanic asian","male","[22,23)",99273.359375,62.1665382385254,99242.28125
"non-hispanic asian","male","[23,24)",99211.1953125,64.2061614990234,99179.09375
"non-hispanic asian","male","[24,25)",99146.9921875,64.528205871582,99114.7265625
"non-hispanic asian","male","[25,26)",99082.4609375,64.5647430419922,99050.1796875
"non-hispanic asian","male","[26,27)",99017.8984375,64.9904708862305,98985.40625
"non-hispanic asian","male","[27,28)",98952.90625,65.4430770874023,98920.1875
"non-hispanic asian","male","[28,29)",98887.4609375,66.1086044311523,98854.40625
"non-hispanic asian","male","[29,30)",98821.3515625,67.0845947265625,98787.8125
"non-hispanic asian","male","[30,31)",98754.265625,67.9404830932617,98720.296875
"non-hispanic asian","male","[31,32)",98686.328125,69.1310958862305,98651.765625
"non-hispanic asian","male","[32,33)",98617.1953125,71.6726531982422,98581.359375
"non-hispanic asian","male","[33,34)",98545.5234375,76.013053894043,98507.515625
"non-hispanic asian","male","[34,35)",98469.5078125,81.790283203125,98428.609375
"non-hispanic asian","male","[35,36)",98387.71875,88.8637237548828,98343.28125
"non-hispanic asian","male","[36,37)",98298.8515625,96.1401443481445,98250.78125
"non-hispanic asian","male","[37,38)",98202.7109375,102.573684692383,98151.421875
"non-hispanic asian","male","[38,39)",98100.140625,107.51392364502,98046.3828125
"non-hispanic asian","male","[39,40)",97992.625,111.74723815918,97936.75
"non-hispanic asian","male","[40,41)",97880.875,116.328216552734,97822.7109375
"non-hispanic asian","male","[41,42)",97764.546875,122.929565429688,97703.078125
"non-hispanic asian","male","[42,43)",97641.6171875,132.44580078125,97575.390625
"non-hispanic asian","male","[43,44)",97509.171875,145.413711547852,97436.46875
"non-hispanic asian","male","[44,45)",97363.7578125,160.799179077148,97283.359375
"non-hispanic asian","male","[45,46)",97202.9609375,177.09407043457,97114.4140625
"non-hispanic asian","male","[46,47)",97025.8671875,193.799697875977,96928.96875
"non-hispanic asian","male","[47,48)",96832.0703125,211.814453125,96726.1640625
"non-hispanic asian","male","[48,49)",96620.2578125,231.975616455078,96504.265625
"non-hispanic asian","male","[49,50)",96388.28125,254.945999145508,96260.8125
"non-hispanic asian","male","[50,51)",96133.3359375,281.704681396484,95992.484375
"non-hispanic asian","male","[51,52)",95851.6328125,311.037994384766,95696.109375
"non-hispanic asian","male","[52,53)",95540.59375,340.818237304688,95370.1875
"non-hispanic asian","male","[53,54)",95199.7734375,369.133056640625,95015.203125
"non-hispanic asian","male","[54,55)",94830.640625,396.700225830078,94632.2890625
"non-hispanic asian","male","[55,56)",94433.9375,424.416259765625,94221.734375
"non-hispanic asian","male","[56,57)",94009.5234375,456.232421875,93781.40625
"non-hispanic asian","male","[57,58)",93553.2890625,495.541290283203,93305.515625
"non-hispanic asian","male","[58,59)",93057.75,544.902404785156,92785.296875
"non-hispanic asian","male","[59,60)",92512.84375,602.392333984375,92211.6484375
"non-hispanic asian","male","[60,Inf)",91910.453125,91910.4517822266,2233547.14404297
"non-hispanic black","all","[0,1)",1e+05,1033.34704589844,99114.421875
"non-hispanic black","all","[1,2)",98966.65625,73.6023101806641,98929.859375
"non-hispanic black","all","[2,3)",98893.0546875,44.0825653076172,98871.015625
"non-hispanic black","all","[3,4)",98848.96875,32.0885429382324,98832.921875
"non-hispanic black","all","[4,5)",98816.8828125,23.3563423156738,98805.203125
"non-hispanic black","all","[5,6)",98793.5234375,24.9796524047852,98781.03125
"non-hispanic black","all","[6,7)",98768.546875,23.2498188018799,98756.921875
"non-hispanic black","all","[7,8)",98745.296875,21.4145526885986,98734.59375
"non-hispanic black","all","[8,9)",98723.8828125,18.8783168792725,98714.4453125
"non-hispanic black","all","[9,10)",98705.0078125,15.9810762405396,98697.015625
"non-hispanic black","all","[10,11)",98689.0234375,14.0100936889648,98682.015625
"non-hispanic black","all","[11,12)",98675.015625,15.0277194976807,98667.5
"non-hispanic black","all","[12,13)",98659.984375,21.4140148162842,98649.28125
"non-hispanic black","all","[13,14)",98638.5703125,34.6271858215332,98621.2578125
"non-hispanic black","all","[14,15)",98603.9453125,53.2673988342285,98577.3125
"non-hispanic black","all","[15,16)",98550.6796875,73.8354568481445,98513.765625
"non-hispanic black","all","[16,17)",98476.84375,94.4324951171875,98429.625
"non-hispanic black","all","[17,18)",98382.4140625,116.045562744141,98324.390625
"non-hispanic black","all","[18,19)",98266.3671875,137.763198852539,98197.484375
"non-hispanic black","all","[19,20)",98128.6015625,158.67155456543,98049.265625
"non-hispanic black","all","[20,21)",97969.9296875,180.343902587891,97879.7578125
"non-hispanic black","all","[21,22)",97789.5859375,200.528869628906,97689.3203125
"non-hispanic black","all","[22,23)",97589.0546875,214.227890014648,97481.9375
"non-hispanic black","all","[23,24)",97374.828125,219.461730957031,97265.09375
"non-hispanic black","all","[24,25)",97155.3671875,219.001419067383,97045.8671875
"non-hispanic black","all","[25,26)",96936.3671875,216.433715820312,96828.1484375
"non-hispanic black","all","[26,27)",96719.9296875,215.515548706055,96612.171875
"non-hispanic black","all","[27,28)",96504.4140625,217.56884765625,96395.625
"non-hispanic black","all","[28,29)",96286.84375,224.262130737305,96174.7109375
"non-hispanic black","all","[29,30)",96062.578125,234.770767211914,95945.1875
"non-hispanic black","all","[30,31)",95827.8046875,246.886413574219,95704.359375
"non-hispanic black","all","[31,32)",95580.921875,258.656799316406,95451.59375
"non-hispanic black","all","[32,33)",95322.265625,270.532348632812,95187
"non-hispanic black","all","[33,34)",95051.734375,281.779357910156,94910.84375
"non-hispanic black","all","[34,35)",94769.953125,292.81884765625,94623.546875
"non-hispanic black","all","[35,36)",94477.1328125,305.201599121094,94324.53125
"non-hispanic black","all","[36,37)",94171.9296875,319.595794677734,94012.1328125
"non-hispanic black","all","[37,38)",93852.3359375,334.929412841797,93684.875
"non-hispanic black","all","[38,39)",93517.40625,350.886505126953,93341.96875
"non-hispanic black","all","[39,40)",93166.5234375,367.564056396484,92982.7421875
"non-hispanic black","all","[40,41)",92798.9609375,385.906433105469,92606.0078125
"non-hispanic black","all","[41,42)",92413.0546875,406.062042236328,92210.0234375
"non-hispanic black","all","[42,43)",92006.9921875,427.169067382812,91793.40625
"non-hispanic black","all","[43,44)",91579.8203125,449.129577636719,91355.25
"non-hispanic black","all","[44,45)",91130.6875,472.506317138672,90894.4375
"non-hispanic black","all","[45,46)",90658.1796875,498.734680175781,90408.8125
"non-hispanic black","all","[46,47)",90159.4453125,527.961547851562,89895.46875
"non-hispanic black","all","[47,48)",89631.484375,559.225646972656,89351.875
"non-hispanic black","all","[48,49)",89072.2578125,592.49609375,88776.015625
"non-hispanic black","all","[49,50)",88479.765625,628.5947265625,88165.46875
"non-hispanic black","all","[50,51)",87851.171875,666.563232421875,87517.890625
"non-hispanic black","all","[51,52)",87184.609375,709.0927734375,86830.0625
"non-hispanic black","all","[52,53)",86475.515625,759.754760742188,86095.640625
"non-hispanic black","all","[53,54)",85715.7578125,819.192077636719,85306.15625
"non-hispanic black","all","[54,55)",84896.5625,884.231384277344,84454.4453125
"non-hispanic black","all","[55,56)",84012.328125,947.445251464844,83538.609375
"non-hispanic black","all","[56,57)",83064.8828125,1009.93511962891,82559.9140625
"non-hispanic black","all","[57,58)",82054.9453125,1079.31335449219,81515.2890625
"non-hispanic black","all","[58,59)",80975.6328125,1158.51184082031,80396.375
"non-hispanic black","all","[59,60)",79817.1171875,1244.84509277344,79194.6953125
"non-hispanic black","all","[60,Inf)",78572.2734375,78572.2804870606,1525187.41442871
"non-hispanic black","female","[0,1)",1e+05,947.937622070312,99186.671875
"non-hispanic black","female","[1,2)",99052.0625,59.233455657959,99022.4453125
"non-hispanic black","female","[2,3)",98992.828125,36.4569206237793,98974.6015625
"non-hispanic black","female","[3,4)",98956.375,30.2224998474121,98941.265625
"non-hispanic black","female","[4,5)",98926.15625,19.7817420959473,98916.265625
"non-hispanic black","female","[5,6)",98906.375,21.4880027770996,98895.6328125
"non-hispanic black","female","[6,7)",98884.890625,19.1703510284424,98875.3046875
"non-hispanic black","female","[7,8)",98865.71875,17.2211303710938,98857.109375
"non-hispanic black","female","[8,9)",98848.5,15.4790992736816,98840.765625
"non-hispanic black","female","[9,10)",98833.0234375,14.0481309890747,98826
"non-hispanic black","female","[10,11)",98818.9765625,13.2960119247437,98812.328125
"non-hispanic black","female","[11,12)",98805.6796875,13.8069124221802,98798.78125
"non-hispanic black","female","[12,13)",98791.875,16.2584266662598,98783.75
"non-hispanic black","female","[13,14)",98775.6171875,21.0778999328613,98765.078125
"non-hispanic black","female","[14,15)",98754.5390625,27.8898429870605,98740.59375
"non-hispanic black","female","[15,16)",98726.6484375,35.6090469360352,98708.84375
"non-hispanic black","female","[16,17)",98691.0390625,43.779426574707,98669.1484375
"non-hispanic black","female","[17,18)",98647.2578125,52.8647499084473,98620.828125
"non-hispanic black","female","[18,19)",98594.390625,62.6291961669922,98563.078125
"non-hispanic black","female","[19,20)",98531.7578125,72.6344680786133,98495.4375
"non-hispanic black","female","[20,21)",98459.125,83.2545776367188,98417.5
"non-hispanic black","female","[21,22)",98375.8671875,93.5706405639648,98329.078125
"non-hispanic black","female","[22,23)",98282.296875,101.752868652344,98231.421875
"non-hispanic black","female","[23,24)",98180.546875,106.94792175293,98127.078125
"non-hispanic black","female","[24,25)",98073.6015625,110.101676940918,98018.546875
"non-hispanic black","female","[25,26)",97963.5,112.465805053711,97907.265625
"non-hispanic black","female","[26,27)",97851.03125,115.586235046387,97793.234375
"non-hispanic black","female","[27,28)",97735.4453125,120.232376098633,97675.328125
"non-hispanic black","female","[28,29)",97615.2109375,127.29369354248,97551.5625
"non-hispanic black","female","[29,30)",97487.9140625,136.489471435547,97419.671875
"non-hispanic black","female","[30,31)",97351.421875,147.01953125,97277.9140625
"non-hispanic black","female","[31,32)",97204.40625,157.762619018555,97125.5234375
"non-hispanic black","female","[32,33)",97046.640625,168.542434692383,96962.375
"non-hispanic black","female","[33,34)",96878.1015625,178.833953857422,96788.6875
"non-hispanic black","female","[34,35)",96699.265625,189.075942993164,96604.7265625
"non-hispanic black","female","[35,36)",96510.1875,200.125137329102,96410.125
"non-hispanic black","female","[36,37)",96310.0625,212.929962158203,96203.59375
"non-hispanic black","female","[37,38)",96097.1328125,227.611511230469,95983.328125
"non-hispanic black","female","[38,39)",95869.5234375,244.364929199219,95747.34375
"non-hispanic black","female","[39,40)",95625.15625,262.75341796875,95493.78125
"non-hispanic black","female","[40,41)",95362.40625,283.091583251953,95220.859375
"non-hispanic black","female","[41,42)",95079.3125,304.298004150391,94927.1640625
"non-hispanic black","female","[42,43)",94775.015625,324.603698730469,94612.71875
"non-hispanic black","female","[43,44)",94450.4140625,343.180145263672,94278.828125
"non-hispanic black","female","[44,45)",94107.234375,361.108337402344,93926.6796875
"non-hispanic black","female","[45,46)",93746.125,380.733215332031,93555.7578125
"non-hispanic black","female","[46,47)",93365.390625,403.245483398438,93163.765625
"non-hispanic black","female","[47,48)",92962.1484375,428.015350341797,92748.140625
"non-hispanic black","female","[48,49)",92534.1328125,455.511505126953,92306.375
"non-hispanic black","female","[49,50)",92078.625,486.206237792969,91835.5234375
"non-hispanic black","female","[50,51)",91592.421875,518.713195800781,91333.0625
"non-hispanic black","female","[51,52)",91073.7109375,554.851867675781,90796.28125
"non-hispanic black","female","[52,53)",90518.859375,597.734924316406,90219.9921875
"non-hispanic black","female","[53,54)",89921.125,647.732971191406,89597.2578125
"non-hispanic black","female","[54,55)",89273.390625,702.261169433594,88922.265625
"non-hispanic black","female","[55,56)",88571.1328125,755.972412109375,88193.1484375
"non-hispanic black","female","[56,57)",87815.1640625,809.440856933594,87410.4453125
"non-hispanic black","female","[57,58)",87005.7265625,867.856628417969,86571.796875
"non-hispanic black","female","[58,59)",86137.8671875,933.388366699219,85671.171875
"non-hispanic black","female","[59,60)",85204.4765625,1004.51080322266,84702.21875
"non-hispanic black","female","[60,Inf)",84199.96875,84199.9673461914,1794711.82324219
"non-hispanic black","male","[0,1)",1e+05,1115.98547363281,99043.6015625
"non-hispanic black","male","[1,2)",98884.015625,78.6387710571289,98844.6953125
"non-hispanic black","male","[2,3)",98805.375,46.1989974975586,98782.28125
"non-hispanic black","male","[3,4)",98759.1796875,30.2649002075195,98744.046875
"non-hispanic black","male","[4,5)",98728.9140625,24.0501747131348,98716.890625
"non-hispanic black","male","[5,6)",98704.8671875,25.6624717712402,98692.03125
"non-hispanic black","male","[6,7)",98679.203125,24.9197216033936,98666.7421875
"non-hispanic black","male","[7,8)",98654.28125,23.3241634368896,98642.625
"non-hispanic black","male","[8,9)",98630.9609375,19.7893238067627,98621.0625
"non-hispanic black","male","[9,10)",98611.171875,14.9366254806519,98603.703125
"non-hispanic black","male","[10,11)",98596.234375,11.1219081878662,98590.671875
"non-hispanic black","male","[11,12)",98585.109375,12.1185750961304,98579.046875
"non-hispanic black","male","[12,13)",98572.9921875,22.2727832794189,98561.859375
"non-hispanic black","male","[13,14)",98550.71875,44.2292213439941,98528.609375
"non-hispanic black","male","[14,15)",98506.4921875,75.4046249389648,98468.7890625
"non-hispanic black","male","[15,16)",98431.0859375,109.654899597168,98376.2578125
"non-hispanic black","male","[16,17)",98321.4296875,143.324829101562,98249.765625
"non-hispanic black","male","[17,18)",98178.1015625,177.767761230469,98089.21875
"non-hispanic black","male","[18,19)",98000.3359375,211.239181518555,97894.71875
"non-hispanic black","male","[19,20)",97789.09375,242.475494384766,97667.859375
"non-hispanic black","male","[20,21)",97546.6171875,274.573883056641,97409.328125
"non-hispanic black","male","[21,22)",97272.046875,304.077941894531,97120.0078125
"non-hispanic black","male","[22,23)",96967.96875,322.661804199219,96806.640625
"non-hispanic black","male","[23,24)",96645.3046875,327.271118164062,96481.671875
"non-hispanic black","male","[24,25)",96318.03125,322.632720947266,96156.71875
"non-hispanic black","male","[25,26)",95995.3984375,314.615112304688,95838.09375
"non-hispanic black","male","[26,27)",95680.78125,309.327697753906,95526.1171875
"non-hispanic black","male","[27,28)",95371.453125,308.851715087891,95217.03125
"non-hispanic black","male","[28,29)",95062.6015625,315.710784912109,94904.75
"non-hispanic black","male","[29,30)",94746.890625,328.476135253906,94582.65625
"non-hispanic black","male","[30,31)",94418.4140625,343.370910644531,94246.734375
"non-hispanic black","male","[31,32)",94075.046875,357.394897460938,93896.34375
"non-hispanic black","male","[32,33)",93717.6484375,371.617584228516,93531.84375
"non-hispanic black","male","[33,34)",93346.03125,384.9638671875,93153.546875
"non-hispanic black","male","[34,35)",92961.0703125,397.836853027344,92762.15625
"non-hispanic black","male","[35,36)",92563.234375,412.712158203125,92356.875
"non-hispanic black","male","[36,37)",92150.5234375,429.982604980469,91935.53125
"non-hispanic black","male","[37,38)",91720.5390625,447.024749755859,91497.03125
"non-hispanic black","male","[38,39)",91273.515625,462.826141357422,91042.1015625
"non-hispanic black","male","[39,40)",90810.6875,478.079986572266,90571.6484375
"non-hispanic black","male","[40,41)",90332.609375,494.534973144531,90085.34375
"non-hispanic black","male","[41,42)",89838.078125,513.791442871094,89581.1875
"non-hispanic black","male","[42,43)",89324.2890625,535.976318359375,89056.296875
"non-hispanic black","male","[43,44)",88788.3125,561.840698242188,88507.390625
"non-hispanic black","male","[44,45)",88226.46875,591.363952636719,87930.78125
"non-hispanic black","male","[45,46)",87635.1015625,624.944641113281,87322.625
"non-hispanic black","male","[46,47)",87010.15625,661.495239257812,86679.40625
"non-hispanic black","male","[47,48)",86348.6640625,699.61083984375,85998.859375
"non-hispanic black","male","[48,49)",85649.0546875,738.626342773438,85279.7421875
"non-hispanic black","male","[49,50)",84910.4296875,779.77490234375,84520.546875
"non-hispanic black","male","[50,51)",84130.65625,822.66015625,83719.328125
"non-hispanic black","male","[51,52)",83308,871.014099121094,82872.4921875
"non-hispanic black","male","[52,53)",82436.984375,928.935729980469,81972.515625
"non-hispanic black","male","[53,54)",81508.046875,997.452941894531,81009.3203125
"non-hispanic black","male","[54,55)",80510.59375,1072.77746582031,79974.203125
"non-hispanic black","male","[55,56)",79437.8125,1145.21350097656,78865.203125
"non-hispanic black","male","[56,57)",78292.6015625,1216.34423828125,77684.4296875
"non-hispanic black","male","[57,58)",77076.2578125,1296.35876464844,76428.078125
"non-hispanic black","male","[58,59)",75779.8984375,1388.94750976562,75085.421875
"non-hispanic black","male","[59,60)",74390.953125,1490.20861816406,73645.84375
"non-hispanic black","male","[60,Inf)",72900.7421875,72900.7362976074,1256393.02734375
"non-hispanic white","all","[0,1)",1e+05,438.146484375,99616.1796875
"non-hispanic white","all","[1,2)",99561.8515625,30.6280975341797,99546.5390625
"non-hispanic white","all","[2,3)",99531.2265625,20.7426242828369,99520.859375
"non-hispanic white","all","[3,4)",99510.484375,17.6165924072266,99501.671875
"non-hispanic white","all","[4,5)",99492.8671875,12.803035736084,99486.46875
"non-hispanic white","all","[5,6)",99480.0625,11.7343740463257,99474.1953125
"non-hispanic white","all","[6,7)",99468.328125,10.4023456573486,99463.125
"non-hispanic white","all","[7,8)",99457.921875,9.47835731506348,99453.1875
"non-hispanic white","all","[8,9)",99448.4453125,8.81210422515869,99444.0390625
"non-hispanic white","all","[9,10)",99439.6328125,8.47713661193848,99435.390625
"non-hispanic white","all","[10,11)",99431.15625,8.77734375,99426.765625
"non-hispanic white","all","[11,12)",99422.375,10.2102870941162,99417.265625
"non-hispanic white","all","[12,13)",99412.1640625,13.3390254974365,99405.5
"non-hispanic white","all","[13,14)",99398.828125,18.4506416320801,99389.6015625
"non-hispanic white","all","[14,15)",99380.375,25.1135520935059,99367.8125
"non-hispanic white","all","[15,16)",99355.2578125,32.5190620422363,99339
"non-hispanic white","all","[16,17)",99322.7421875,40.2276611328125,99302.625
"non-hispanic white","all","[17,18)",99282.515625,48.4271278381348,99258.296875
"non-hispanic white","all","[18,19)",99234.0859375,57.0020217895508,99205.5859375
"non-hispanic white","all","[19,20)",99177.0859375,65.8728485107422,99144.1484375
"non-hispanic white","all","[20,21)",99111.2109375,75.1463775634766,99073.640625
"non-hispanic white","all","[21,22)",99036.0625,84.5689926147461,98993.78125
"non-hispanic white","all","[22,23)",98951.4921875,93.6011276245117,98904.6875
"non-hispanic white","all","[23,24)",98857.890625,101.906158447266,98806.9375
"non-hispanic white","all","[24,25)",98755.984375,109.59651184082,98701.1875
"non-hispanic white","all","[25,26)",98646.390625,116.898628234863,98587.9375
"non-hispanic white","all","[26,27)",98529.4921875,124.260643005371,98467.359375
"non-hispanic white","all","[27,28)",98405.234375,131.984146118164,98339.2421875
"non-hispanic white","all","[28,29)",98273.25,140.377975463867,98203.0625
"non-hispanic white","all","[29,30)",98132.875,149.295623779297,98058.2265625
"non-hispanic white","all","[30,31)",97983.578125,158.456527709961,97904.3515625
"non-hispanic white","all","[31,32)",97825.125,167.393615722656,97741.4296875
"non-hispanic white","all","[32,33)",97657.734375,175.910522460938,97569.78125
"non-hispanic white","all","[33,34)",97481.8203125,183.792175292969,97389.921875
"non-hispanic white","all","[34,35)",97298.03125,191.255065917969,97202.40625
"non-hispanic white","all","[35,36)",97106.7734375,199.296905517578,97007.125
"non-hispanic white","all","[36,37)",96907.4765625,207.778274536133,96803.5859375
"non-hispanic white","all","[37,38)",96699.6953125,215.682846069336,96591.859375
"non-hispanic white","all","[38,39)",96484.015625,222.85173034668,96372.59375
"non-hispanic white","all","[39,40)",96261.1640625,229.978210449219,96146.171875
"non-hispanic white","all","[40,41)",96031.1875,238.427780151367,95911.96875
"non-hispanic white","all","[41,42)",95792.7578125,248.786575317383,95668.359375
"non-hispanic white","all","[42,43)",95543.96875,260.518493652344,95413.7109375
"non-hispanic white","all","[43,44)",95283.453125,273.573638916016,95146.671875
"non-hispanic white","all","[44,45)",95009.8828125,288.216278076172,94865.7734375
"non-hispanic white","all","[45,46)",94721.6640625,305.440551757812,94568.9453125
"non-hispanic white","all","[46,47)",94416.2265625,325.395843505859,94253.53125
"non-hispanic white","all","[47,48)",94090.828125,347.239379882812,93917.203125
"non-hispanic white","all","[48,49)",93743.5859375,370.787353515625,93558.1875
"non-hispanic white","all","[49,50)",93372.796875,396.503082275391,93174.546875
"non-hispanic white","all","[50,51)",92976.296875,423.506561279297,92764.546875
"non-hispanic white","all","[51,52)",92552.7890625,453.786193847656,92325.890625
"non-hispanic white","all","[52,53)",92099,489.867614746094,91854.0625
"non-hispanic white","all","[53,54)",91609.1328125,532.041381835938,91343.109375
"non-hispanic white","all","[54,55)",91077.09375,577.847900390625,90788.171875
"non-hispanic white","all","[55,56)",90499.2421875,622.640930175781,90187.921875
"non-hispanic white","all","[56,57)",89876.6015625,666.6728515625,89543.265625
"non-hispanic white","all","[57,58)",89209.9296875,714.123901367188,88852.8671875
"non-hispanic white","all","[58,59)",88495.8046875,766.597412109375,88112.5078125
"non-hispanic white","all","[59,60)",87729.2109375,822.994506835938,87317.71875
"non-hispanic white","all","[60,Inf)",86906.21875,86906.2196655274,1945339.1348877
