"sex","race","w_i_lost_mom_first","w_i_lost_mom_last","w_i_lost_dad_first","w_i_lost_dad_last","w_i_lost_both","w_s_lost_none","w_s_lost_mom","w_s_lost_dad","w_s_lost_both","w_s_total","n_i_lost_mom_first","n_i_lost_mom_last","n_i_lost_dad_first","n_i_lost_dad_last","n_i_lost_both","n_s_lost_none","n_s_lost_mom","n_s_lost_dad","n_s_lost_both","age"
"male","non-hispanic asian",19573.8390385,0,4624.0694974,0,0,6789059.22017029,34701.9474444,226558.8881525,35146.8361507,7085466.89191789,3,0,1,0,0,865,6,32,6,15
"male","hispanic",27528.9448982,0,51949.9661053,21174.0533638,0,18490740.9273705,305387.0741286,929976.7496697,70257.001316,19796361.7524848,3,0,8,2,0,2268,39,116,8,16
"female","non-hispanic black",0,7760.4204877,87460.6235296,56327.8911234,0,13082169.2433138,342821.231104,991303.408309,52002.6744672,14468296.557194,0,1,11,2,0,1330,39,112,8,16
"male","non-hispanic black",7438.7901898,0,57803.1160449,0,15036.363505,11103094.8472684,317510.128488,753385.822969,39729.55238,12213720.3511054,1,0,5,0,1,1076,36,78,6,16
"male","non-hispanic white",126949.3381199,4702.8953721,264583.4151439,0,0,68673465.6266353,1026932.0908073,2598030.4987377,141548.9906268,72439977.2068071,15,1,37,0,0,8787,142,338,21,16
"female","non-hispanic white",180171.6829903,26775.982821,295783.3818601,15306.1820888,12963.511805,71681346.6433437,889035.3954249,2792647.6722241,136173.2246462,75499202.9356389,22,2,45,3,1,9240,138,394,20,16
"male","non-hispanic other",0,0,36860.2162053,0,0,2542217.33478592,53091.1221345,134438.2922631,10785.3821852,2740532.13136872,0,0,6,0,0,341,9,20,2,16
"female","non-hispanic other",0,0,26937.5800287,0,0,2664628.4670154,54470.587462,157152.5779059,7938.144904,2884189.7772873,0,0,4,0,0,361,8,26,2,16
"female","non-hispanic asian",0,2501.6328488,27911.2697324,0,0,6995936.79467239,146956.1652696,351507.087312,42134.5434944,7536534.59074839,0,1,4,0,0,901,22,49,7,16
"female","hispanic",29289.7570319,0,97654.12176,5668.2250784,0,18959019.2246615,287731.9422222,969399.5432746,57620.5329915,20273771.2431498,5,0,15,1,0,2420,38,123,7,16
"male","non-hispanic asian",8819.3727523,0,42267.0262037,0,0,6660599.86331809,54275.7864829,231182.9576499,35146.8361507,6981205.44360159,1,0,6,0,0,848,9,33,6,16
"male","hispanic",22876.5589848,0,43850.5086118,0,0,17840638.2410805,311741.965663,978373.5421909,91431.0546798,19222184.8036142,3,0,6,0,0,2179,40,123,10,17
"female","non-hispanic black",15687.4336318,2801.0100834,111388.3369547,12140.353242,0,12760538.8822789,286493.3399806,1071003.6113509,116090.9860783,14234126.8196887,2,1,11,1,0,1296,37,122,11,17
"male","non-hispanic black",10582.6585227,38374.7369942,35942.5286433,7726.238559,0,10745383.3025511,324948.9186778,811188.9390139,54765.915885,11936287.0761278,2,2,5,1,0,1043,37,83,7,17
"male","non-hispanic white",135298.7096952,15196.9482775,351545.9785205,6799.763186,4683.2523058,67350868.3936772,1153881.4289272,2825544.2109906,146251.8859989,71476545.919594,19,3,42,1,1,8622,157,370,22,17
"female","non-hispanic white",120962.7038994,6257.8769283,306770.0289654,3754.5073592,10893.874194,70146598.6685611,1053900.8963264,3061655.0712632,191218.901361,74453373.5375117,17,1,45,1,1,9057,157,437,26,17
"male","non-hispanic other",0,0,13811.3041627,0,0,2394582.58241892,53091.1221345,162524.2974003,10785.3821852,2620983.38413892,0,0,2,0,0,319,9,24,2,17
"female","non-hispanic other",19941.4341141,0,5703.874086,0,0,2538305.3814204,54470.587462,184090.1579346,7938.144904,2784804.271721,3,0,1,0,0,345,8,30,2,17
"female","non-hispanic asian",6381.4279956,0,5584.5919868,0,0,6851469.04017469,146956.1652696,376916.7241956,44636.1763432,7419978.10598309,1,0,1,0,0,885,22,52,8,17
"female","hispanic",33546.2735657,6038.1510315,62211.5888691,7032.668082,0,18252533.4515118,306723.483769,1053963.7135556,63288.7580699,19676509.4069063,5,1,10,1,0,2323,41,137,8,17
"male","non-hispanic asian",16271.1814035,0,17173.3796783,0,0,6546192.0955196,63095.1592352,273449.9838536,35146.8361507,6917884.07475909,2,0,3,0,0,833,10,39,6,17
"male","hispanic",50324.8731338,5907.4108,81693.6388129,9235.4916679,0,17264994.4632357,330298.816708,1007126.0510901,91431.0546798,18693850.3857136,5,1,12,1,0,2096,42,126,10,18
"female","non-hispanic black",27816.4459456,27099.9718411,138900.6673199,21121.995444,0,12445264.8211235,283072.1930914,1179590.9382222,131032.3494037,14038960.3018408,4,2,12,1,0,1265,37,132,13,18
"male","non-hispanic black",52007.4505534,0,101558.1696628,0,0,10536455.6799936,327805.3386415,804302.8898964,100866.8914382,11769430.7999697,3,0,6,0,0,1021,38,85,10,18
"male","non-hispanic white",172348.3930746,29885.5435706,390375.9157419,15653.5849005,0,65832391.6032661,1282380.3754364,3134310.588968,172931.8497682,70422014.4174388,27,4,53,2,0,8433,175,407,27,18
"female","non-hispanic white",165721.0982861,15211.014412,321674.5083216,40914.1948352,0,68646026.6227885,1153999.7158162,3357155.030961,212125.1598425,73369306.5294084,17,1,52,6,0,8872,171,480,29,18
"male","non-hispanic other",0,7315.6282088,33072.2146186,0,0,2288344.77401742,53091.1221345,168202.1850085,10785.3821852,2520423.46334562,0,1,4,0,0,306,9,25,2,18
"female","non-hispanic other",0,0,4530.0132279,0,0,2374409.387236,74412.0215761,182770.6828989,7938.144904,2639530.236615,0,0,1,0,0,326,11,30,2,18
"female","non-hispanic asian",18668.1037998,0,41362.7214591,0,0,6679301.360366,153337.5932652,382501.3161824,44636.1763432,7259776.44615679,3,0,6,0,0,867,23,53,8,18
"female","hispanic",62011.7977772,23962.2786601,78979.177791,0,8698.660569,17687792.8765293,333237.0892527,1110137.1513932,76359.5771834,19207526.6943586,8,2,10,0,1,2240,45,146,10,18
"male","non-hispanic asian",0,19894.031361,30206.3198941,4157.3854239,0,6380300.4934265,79366.3406387,290623.3635319,35146.8361507,6785437.03374779,0,2,5,1,0,813,12,42,6,18
"male","hispanic",24646.3367681,7604.9687209,30865.4399009,0,0,16727442.6374229,371388.1981739,1057321.0704469,106573.9571477,18262725.8631914,4,1,4,0,0,2029,46,134,12,19
"female","non-hispanic black",29814.0087808,0,77216.0561701,0,11573.33407,12051401.4992616,289766.643593,1288584.5580404,179254.3166888,13809007.0175838,4,0,11,0,1,1232,40,141,16,19
"male","non-hispanic black",43521.6903368,14771.795393,67614.9663897,6801.1326004,0,10001788.8643418,379812.7891949,905861.0595592,100866.8914382,11388329.6045341,5,1,6,1,0,984,41,91,10,19
"male","non-hispanic white",177984.7287793,0,368883.9944414,18204.4848308,9285.2356708,64296805.5301298,1421947.2008188,3467609.6317206,209266.9110706,69395629.27374,20,0,49,4,1,8240,198,453,32,19
"female","non-hispanic white",130427.0544969,5528.4765266,341424.5011507,15514.5106437,0,67038173.1731137,1258653.378849,3640271.1358736,268250.3690897,72205348.0569264,15,1,50,3,0,8686,180,529,36,19
"male","non-hispanic other",0,0,21067.336107,0,0,2152774.16308662,53091.1221345,185825.3548638,18101.010394,2409791.65047892,0,0,3,0,0,290,9,27,3,19
"female","non-hispanic other",0,0,7038.0681174,0,0,2284822.1548507,74412.0215761,187300.6961268,7938.144904,2554473.0174576,0,0,1,0,0,313,11,31,2,19
"female","non-hispanic asian",25007.147451,0,48254.0458653,0,0,6485743.43829579,172005.697065,423864.0376415,44636.1763432,7126249.34934549,3,0,6,0,0,846,26,59,8,19
"female","hispanic",25291.0537532,13463.341672,58845.3400086,4663.9677331,0,17058104.0074975,391187.3376314,1156181.2869014,109020.5164125,18714493.1484428,4,3,8,1,0,2160,52,153,13,19
"male","non-hispanic asian",4006.4472752,0,27892.1739,0,0,6218759.5335098,75208.9552148,300935.652065,59198.2529356,6654102.3937252,1,0,2,0,0,791,11,45,9,19
"male","hispanic",20523.2521582,8540.4634291,69784.8697169,0,8799.5780233,16306735.9734969,384811.058203,1062199.5796016,114178.9258686,17867925.5371701,3,2,10,0,2,1973,49,134,13,20
"female","non-hispanic black",86902.8883107,19426.7776324,103245.6695156,3170.5711176,0,11692762.7387279,314122.6699971,1350425.6342226,183067.2302711,13540378.2732187,12,3,15,1,0,1198,43,150,16,20
"male","non-hispanic black",26701.4664491,0,107563.5671885,0,0,9642381.99282849,416533.3469313,951224.2007234,122439.8194316,11132579.3599148,3,0,12,0,0,947,45,95,12,20
"male","non-hispanic white",116301.6291469,31606.8801401,338385.6886108,18162.3707724,7945.7731181,62567578.6905027,1581727.4447673,3809054.0699309,236756.6315722,68195116.8367731,17,5,50,4,1,8037,214,499,37,20
"female","non-hispanic white",182574.5673074,13959.3966011,495658.0627836,10662.8773613,0,65771301.0412974,1373565.9227022,3936372.09244819,289293.35626,71370532.4127082,21,3,71,2,0,8528,192,573,40,20
"male","non-hispanic other",3048.4678565,5702.7571657,13127.9977049,0,0,2088971.48143632,53091.1221345,206892.6909708,18101.010394,2367056.30493562,1,1,2,0,0,279,9,30,3,20
"female","non-hispanic other",23580.000687,0,37677.7687917,0,0,2214995.8399398,69529.5553066,194338.7642442,7938.144904,2486802.3043946,3,0,4,0,0,304,10,32,2,20
"female","non-hispanic asian",22417.6120944,0,43898.3418439,0,0,6286312.9231589,197012.844516,462164.9305971,44636.1763432,6990126.87461519,3,0,6,0,0,823,29,64,8,20
"female","hispanic",61184.6775115,4416.4627593,146720.7192502,0,0,16499267.5701153,408550.2833017,1186966.6811478,127147.8258176,18221932.3603824,10,1,20,0,0,2086,54,156,17,20
"male","non-hispanic asian",0,0,59054.3833795,4006.4472752,0,6105949.8356171,79215.40249,315584.057851,59198.2529356,6559947.5488937,0,0,8,1,0,778,12,46,9,20
"male","hispanic",44885.7306803,8470.3664953,114153.9380432,0,0,15706627.1625305,401169.7333534,1105732.8555253,131518.967321,17345048.7187302,6,1,11,0,0,1890,51,140,17,21
"female","non-hispanic black",14023.2505643,11659.7640288,93262.2405403,8627.7995968,0,11315890.6146755,397854.9871902,1422588.1568138,198941.6189444,13335275.3776239,2,3,10,1,0,1154,54,161,19,21
"male","non-hispanic black",28790.2092579,19969.886609,15561.0232794,8224.4777493,0,9333249.73707869,430801.1229434,1035143.0412709,122439.8194316,10921633.7207246,4,1,3,1,0,918,47,106,12,21
"male","non-hispanic white",153071.037451,14570.5274354,370704.8007569,27098.9255395,0,61112261.7018828,1667003.2528218,4047411.8199762,285186.419932,67111863.1946128,24,2,53,3,0,7846,226,538,46,21
"female","non-hispanic white",119401.0488233,34697.9031624,465351.0158958,18095.1763593,0,64072968.170111,1494695.8904363,4397276.6092946,313915.6302224,70278856.3000648,16,5,62,2,0,8324,207,638,45,21
"male","non-hispanic other",0,0,13193.3395601,3225.0840183,0,1992749.8538625,56139.589991,214317.93151,23803.7675597,2287011.1429232,0,0,3,1,0,265,10,31,4,21
"female","non-hispanic other",3210.3794872,0,25599.9824034,0,0,2067605.9013977,93109.5559936,232016.5330359,7938.144904,2400670.1353312,1,0,3,0,0,288,13,36,2,21
"female","non-hispanic asian",30910.2810364,0,27199.2326754,4188.8977176,0,6103013.5076802,219430.4566104,499672.5713748,44636.1763432,6866752.71200859,4,0,5,1,0,801,32,69,8,21
"female","hispanic",45196.7078516,3503.5276325,78137.3458696,0,9022.5486273,15852798.1739196,469734.9608132,1292954.6465574,131564.2885769,17747052.0698671,5,1,12,0,1,2004,64,172,18,21
"male","non-hispanic asian",0,3886.2367503,41586.5305889,0,0,5974939.3472416,75208.9552148,374638.4412305,63204.7002108,6487991.4438977,0,1,3,0,0,758,11,54,10,21
"male","hispanic",21728.2487739,11295.25025,66460.9510453,9167.7156364,5980.1559065,15106401.3660932,437309.9701395,1205902.9824191,139989.3338163,16889603.6524681,3,1,10,1,1,1815,55,149,18,22
"female","non-hispanic black",66661.5092571,11961.462519,141863.5288265,19980.7817643,0,10893557.7521224,403250.4381577,1453465.9157223,219229.18257,12969503.2885724,8,1,17,3,0,1121,55,166,23,22
"male","non-hispanic black",49782.2257666,5629.6826993,43854.4323369,5385.3375199,0,8966263.54434049,451366.854452,1004914.1474923,150634.1837899,10573178.7300747,5,1,8,1,0,884,50,106,14,22
"male","non-hispanic white",201482.552609,58430.4438686,464194.0582633,9958.5650936,0,59481458.150994,1773940.3981582,4340707.6903081,326855.8729069,65922962.1123673,24,6,55,2,0,7645,244,582,51,22
"female","non-hispanic white",179421.7181904,58636.8624753,403548.8206134,16460.8941518,0,62402223.709789,1585478.9595893,4804187.56904629,366708.7097441,69158598.9481691,24,7,50,3,0,8130,220,692,52,22
"male","non-hispanic other",5536.2151714,5702.7571657,28649.7965351,0,0,1941324.1260987,41837.4239087,227511.2710701,27028.851578,2237701.6726555,1,1,3,0,0,257,8,34,5,22
"female","non-hispanic other",0,0,13657.3307303,0,0,2008281.288859,96319.9354808,257616.5154393,7938.144904,2370155.8846831,0,0,2,0,0,280,14,38,2,22
"female","non-hispanic asian",0,0,27814.3879591,6381.4279956,0,5970987.3944471,242006.5876616,526871.8040502,48825.0740608,6788690.86021969,0,0,3,1,0,782,34,74,9,22
"female","hispanic",69032.1469639,0,52528.7348668,22233.349416,11530.827647,15170278.2507989,510587.3708265,1357051.562679,144090.3648367,17182007.5491411,8,0,9,4,1,1924,68,181,20,22
"male","non-hispanic asian",16898.5687388,0,16385.7815395,0,0,5733078.88276109,75208.9552148,412338.7350691,67090.9369611,6287717.5100061,3,0,2,0,0,732,11,56,11,22
"male","hispanic",19591.2400781,0,90772.1377663,0,0,14683929.6551095,424910.685284,1261068.6832144,166432.4556092,16536341.4792171,2,0,11,0,0,1755,55,158,21,23
"female","non-hispanic black",95665.9913952,21843.4462406,20163.1198596,2837.2346282,0,10433744.19917,449931.1656505,1583367.9820298,251171.4268533,12718214.7737036,5,2,4,1,0,1077,60,182,27,23
"male","non-hispanic black",15947.8135232,7240.9680583,67538.5782181,34360.3351475,0,8671834.16752989,469426.3146056,1043138.8971299,161649.2040091,10346048.5832745,3,2,9,4,0,857,52,113,16,23
"male","non-hispanic white",138206.8864557,28507.027384,328311.5547483,25848.4263567,8892.2510816,58044953.4064881,1944983.1407674,4720889.0614995,395244.8818691,65106070.4906242,17,4,45,5,1,7473,263,628,59,23
"female","non-hispanic white",175407.2064853,61458.9753948,360416.9291751,6506.1776246,19236.933233,60875882.6636958,1702101.1296109,5123834.6431774,428971.1137392,68130789.5502236,24,7,56,1,1,7955,238,733,61,23
"male","non-hispanic other",0,0,12029.4850198,0,0,1854230.6961632,47373.6390801,243113.4241523,32731.6087437,2177449.3681393,0,0,2,0,0,247,9,35,6,23
"female","non-hispanic other",4198.2466506,0,20871.5211758,0,0,1939631.0591623,91676.01525,253473.8561379,7938.144904,2292719.0754542,1,0,3,0,0,272,13,38,2,23
"female","non-hispanic asian",20205.4947771,0,80536.9889679,9192.3473826,0,5872640.120638,235625.159666,544733.0390996,55206.5020564,6708204.82145999,3,0,9,1,0,768,33,75,10,23
"female","hispanic",10831.0400236,13900.144603,41067.7614511,0,0,14679897.8004576,557386.1683744,1374875.5104468,155370.1660666,16767529.6453454,2,1,5,0,0,1859,72,187,23,23
"male","non-hispanic asian",12571.716214,0,31763.2404144,0,0,5496895.47009429,92107.5239536,428724.5166086,67090.9369611,6084818.4476176,2,0,4,0,0,700,14,58,11,23
"male","hispanic",25150.3250339,18957.8745552,49849.191929,3383.5665662,5133.9856158,14015142.3673278,444501.9253621,1309877.4172932,166432.4556092,15935954.1655923,3,2,8,1,1,1682,57,165,21,24
"female","non-hispanic black",29219.7788399,25962.796053,25766.0784437,5039.7874856,0,10152748.0451383,528740.7940541,1572497.8774322,275852.1077221,12529838.8243467,3,2,5,1,0,1057,62,183,30,24
"male","non-hispanic black",53183.669351,8113.4592716,16798.2943362,2296.2388891,0,8391846.96894029,433576.9926573,1050645.7636846,203250.5072149,10079320.2324971,4,1,3,1,0,828,50,117,22,24
"male","non-hispanic white",130822.5115758,60115.1562728,395787.1579284,33060.8368379,0,56714941.1086114,2011568.2262379,4961393.8548169,458492.5866914,64146395.7763576,17,7,58,6,0,7322,271,663,69,24
"female","non-hispanic white",154501.5227356,28640.0437538,456309.203011,21591.4557405,8841.7541538,59377801.235259,1849144.8567316,5353581.2679339,516173.1999916,67096700.5599162,26,4,61,5,1,7785,259,776,70,24
"male","non-hispanic other",0,0,18930.9459604,0,0,1820437.1814497,41277.5574323,255142.9091721,32731.6087437,2149589.2567978,0,0,2,0,0,242,8,37,6,24
"female","non-hispanic other",0,0,13300.945047,0,0,1824172.9565892,95874.2619006,274345.3773137,7938.144904,2202330.7407075,0,0,1,0,0,259,14,41,2,24
"female","non-hispanic asian",12506.2307933,0,34883.3269548,0,0,5678820.5627239,246638.3070605,602899.9561765,64398.849439,6592757.67539989,2,0,3,0,0,744,35,83,11,24
"female","hispanic",53560.3006293,14177.4360136,63768.4895596,18342.0325071,0,14158276.8489013,554151.2998554,1382339.9335224,169270.3106696,16264038.3929487,7,2,11,3,0,1791,72,188,24,24
"male","non-hispanic asian",0,0,59595.8657772,0,0,5332964.8770544,104679.2401676,460487.757023,67090.9369611,5965222.81120609,0,0,6,0,0,680,16,62,11,24
"male","hispanic",53915.2698113,13796.149,129852.6998368,11718.8432784,0,13566083.2876415,459250.5979562,1333698.4023355,188649.7270423,15547682.0149755,6,1,12,2,0,1625,58,170,24,25
"female","non-hispanic black",40006.753096,31045.8153064,149765.6881237,7918.3875933,7177.5841412,9895243.02530239,552920.7854084,1542653.2721119,306854.6912607,12297671.7740834,6,4,20,1,1,1034,64,185,33,25
"male","non-hispanic black",46230.4873851,17948.6739711,50531.5695222,35652.5705113,0,8139630.3330342,484464.4231192,1015735.9191982,208274.8678557,9848105.5432073,5,3,5,4,0,809,53,118,23,25
"male","non-hispanic white",164012.3484208,48697.177198,606367.7398704,57800.8121157,3734.54648,55010765.8855962,2052072.4093617,5246073.5629879,547316.6290922,62856228.4870381,23,8,79,8,1,7125,276,708,81,25
"female","non-hispanic white",297529.9314018,33319.0865712,628341.4083017,17766.7925743,34096.7319103,57696472.4620487,1913768.0923875,5767255.00480859,569390.5909193,65946886.1501642,35,7,79,3,5,7595,276,830,79,25
"male","non-hispanic other",2907.2831685,0,60402.6467685,3048.4678565,0,1738223.0441281,41277.5574323,250433.5404936,32731.6087437,2062665.7507977,1,0,6,1,0,232,8,35,6,25
