"sex","race","w_i_lost_mom_first","w_i_lost_mom_last","w_i_lost_dad_first","w_i_lost_dad_last","w_i_lost_both","w_s_lost_none","w_s_lost_mom","w_s_lost_dad","w_s_lost_both","w_s_total","n_i_lost_mom_first","n_i_lost_mom_last","n_i_lost_dad_first","n_i_lost_dad_last","n_i_lost_both","n_s_lost_none","n_s_lost_mom","n_s_lost_dad","n_s_lost_both","age"
"male","non-hispanic black",4110.5461694,11162.4362127,6362.1704879,0,0,33291.8333467,22271.1858231,106418.9392434,684324.2021338,846306.160547,1,3,1,0,0,4,5,21,122,71
"female","non-hispanic black",0,53512.3013865,0,3377.6087085,0,13375.4262111,18570.7805556,144908.0778567,1209899.7274685,1386754.0120919,0,8,0,1,0,2,3,26,193,71
"male","non-hispanic asian",3354.8351583,0,0,2501.6328488,0,11373.33586,22375.4713196,65146.5223771,412967.0646369,511862.3941936,1,0,0,1,0,2,4,10,65,71
"male","non-hispanic other",0,7751.6963908,0,0,0,5659.642928,0,28159.3712241,179782.948091,213601.9622431,0,1,0,0,0,1,0,4,25,71
"male","non-hispanic white",10828.7203178,158334.1480445,8117.0349342,47655.7396573,0,115829.367354,133935.403353,739708.3782008,8477141.8627881,9466615.0116959,2,29,2,10,0,19,26,132,1433,72
"female","non-hispanic white",4558.5936806,168316.6936014,5683.1703365,42356.4406763,4196.4404977,96583.9626959,194252.9217973,948872.4117493,10025240.1557133,11264949.4519558,1,28,2,6,1,18,32,164,1743,72
"female","non-hispanic other",0,5983.2189038,0,0,0,2285.4009188,21379.1595229,37102.427759,180508.7925132,241275.7807139,0,1,0,0,0,1,2,5,32,72
"female","non-hispanic asian",0,9388.588441,0,0,0,0,27770.7317077,38927.1422121,393658.6833269,460356.5572467,0,1,0,0,0,0,3,7,66,72
"male","hispanic",0,44113.1588655,6713.524219,3785.9230846,0,29607.6716736,22933.6583826,163576.7838955,578956.0258143,795074.139766,0,7,1,1,0,4,4,27,100,72
"female","hispanic",0,11758.7184082,0,11352.0505707,0,7138.5571364,29487.508769,80713.477163,872545.3467415,989884.8898099,0,2,0,2,0,1,5,14,135,72
"male","non-hispanic black",0,10135.966786,0,12562.1949461,0,22819.1166894,20055.9508412,97712.7397856,612084.816605,752672.6239212,0,3,0,2,0,2,4,18,113,72
"female","non-hispanic black",0,16525.5969147,0,0,0,8433.7467704,15193.1718471,75575.2260496,1087743.9569948,1186946.1016619,0,2,0,0,0,1,2,15,177,72
"male","non-hispanic asian",0,0,0,0,0,8018.5007017,23228.6736291,54777.0108323,399642.7474691,485666.9326322,0,0,0,0,0,1,4,8,63,72
"male","non-hispanic other",0,0,0,0,0,5659.642928,0,16303.9058111,187534.6444818,209498.1932209,0,0,0,0,0,1,0,2,26,72
"male","non-hispanic white",4586.3499303,102748.4092787,12955.4799037,28266.3142616,0,96883.612102,97108.3840135,552781.8091817,7831927.8045271,8578701.6098243,1,19,2,5,0,15,18,99,1329,73
"female","non-hispanic white",11752.574568,112447.0644174,5017.8747575,30110.4618425,0,82145.7581811,156455.0748016,737757.7230911,9316962.42857421,10293320.984648,1,20,1,4,0,14,27,129,1616,73
"female","non-hispanic other",0,0,0,0,0,2285.4009188,21379.1595229,26330.4346024,148406.6411478,198401.6361919,0,0,0,0,0,1,2,3,26,73
"female","non-hispanic asian",0,4908.5173482,0,0,0,0,27770.7317077,29538.5537711,354281.2609961,411590.5464749,0,1,0,0,0,0,3,6,58,73
"male","hispanic",0,7372.0293471,0,0,0,22894.1474546,19147.735298,116045.2288893,568660.2087278,726747.3203697,0,1,0,0,0,3,3,19,98,73
"female","hispanic",0,0,0,6148.5303189,0,7138.5571364,18135.4581983,55923.0709697,787889.0536483,869086.1399527,0,0,0,1,0,1,3,9,122,73
"male","non-hispanic black",0,13354.6474589,0,0,0,22819.1166894,7493.7558951,71054.3663123,528794.8521505,630162.0910473,0,3,0,0,0,2,2,12,98,73
"female","non-hispanic black",0,8437.3452842,0,5739.0760738,0,0,15193.1718471,59049.6291349,991859.7938443,1066102.5948263,0,2,0,1,0,0,2,13,162,73
"male","non-hispanic asian",0,6932.4401943,0,0,0,8018.5007017,16216.0779649,48359.4264527,357431.1370674,430025.1421867,0,1,0,0,0,1,2,7,58,73
"male","non-hispanic other",0,5120.3212031,0,0,0,5659.642928,0,16303.9058111,146930.8685555,168894.4172946,0,1,0,0,0,1,0,2,20,73
"male","non-hispanic white",0,40919.3143654,34473.0901978,10833.7361823,6121.5203669,74460.5307495,70596.1389978,428164.6663592,7071241.2296065,7644462.565713,0,8,4,2,1,11,13,75,1202,74
"female","non-hispanic white",7472.9107514,98571.6780763,2586.6404299,30729.4240056,0,57980.8275107,128899.0105297,591869.4734527,8276455.9919767,9055205.30346981,1,19,1,6,0,11,23,104,1436,74
"female","non-hispanic other",0,0,0,14137.790067,0,2285.4009188,21379.1595229,26330.4346024,136772.1508144,186767.1458585,0,0,0,1,0,1,2,3,23,74
"male","hispanic",0,22840.0803407,0,0,0,22894.1474546,19147.735298,105046.0432948,499687.5156105,646775.4416579,0,3,0,0,0,3,3,17,85,74
"female","hispanic",0,11185.4692253,0,0,0,7138.5571364,11986.9278794,55923.0709697,741283.4709851,816332.0269706,0,2,0,0,0,1,2,9,113,74
"female","non-hispanic asian",0,3415.1232793,0,0,0,0,16406.1630767,24630.0364229,332709.5689437,373745.7684433,0,1,0,0,0,0,2,5,54,74
"male","non-hispanic black",0,21623.0826573,0,0,0,22819.1166894,4832.7187322,57699.7188534,489561.3351056,574912.8893806,0,2,0,0,0,2,1,9,89,74
"female","non-hispanic black",0,5775.051289,0,0,0,0,9454.0957733,50612.2838507,919981.3232889,980047.7029129,0,1,0,0,0,0,1,11,151,74
"male","non-hispanic asian",0,8820.7853609,0,0,0,8018.5007017,16216.0779649,24783.1579725,286794.1630841,335811.8997232,0,1,0,0,0,1,2,4,47,74
"male","non-hispanic other",5659.642928,0,0,0,0,5659.642928,0,11183.584608,144375.4480222,161218.6755582,1,0,0,0,0,1,0,1,19,74
"male","non-hispanic white",0,100203.1021621,4205.2854932,11911.2295292,0,33865.9201848,56182.2412738,384337.7674802,6217302.4840005,6691688.4129393,0,18,1,2,0,6,10,64,1050,75
"female","non-hispanic white",0,130546.3664291,3451.1581191,13748.200544,8793.2459766,47921.2763294,94711.1488643,474176.0972095,7622992.7286626,8239801.2510658,0,21,1,2,1,9,16,81,1321,75
"female","non-hispanic other",0,8828.7253853,0,0,0,2285.4009188,7241.3694559,26330.4346024,123247.2194343,159104.4244114,0,1,0,0,0,1,1,3,20,75
"female","hispanic",0,0,7138.5571364,0,0,7138.5571364,11986.9278794,40130.7324915,646770.2458153,706026.4633226,0,0,1,0,0,1,2,6,98,75
"female","non-hispanic asian",0,5122.8058387,0,0,0,0,16406.1630767,15744.6054633,308120.8248409,340271.5933809,0,1,0,0,0,0,2,3,51,75
"male","non-hispanic black",0,19294.1178582,0,0,0,22819.1166894,4832.7187322,36076.6361961,415257.710922,478986.1825397,0,2,0,0,0,2,1,7,74,75
"female","non-hispanic black",0,10774.7269079,0,0,0,0,9454.0957733,38795.7431659,771230.8314725,819480.6704117,0,3,0,0,0,0,1,9,126,75
"male","non-hispanic asian",0,8952.2137797,0,16216.0779649,0,8018.5007017,16216.0779649,15962.3726116,262710.2342857,302907.1855639,0,1,0,2,0,1,2,3,42,75
"male","hispanic",8576.6195879,8038.365067,0,0,0,22894.1474546,11271.328109,66960.7582797,457947.3097756,559073.5436189,1,2,0,0,0,3,2,11,76,75
"male","non-hispanic other",0,0,0,0,0,0,5659.642928,11183.584608,129895.931082,146739.158618,0,0,0,0,0,0,1,1,17,75
"male","non-hispanic white",0,62668.2671883,4420.8612035,0,0,29660.6346916,40430.2920279,283384.1846294,5544571.1060908,5898046.2174397,0,12,1,0,0,5,7,46,932,76
"female","non-hispanic white",0,76123.515646,5004.3929913,8214.4298298,4230.017212,35676.8722337,64504.6321938,316937.7511862,6776507.7056252,7193626.9612389,0,12,1,1,1,7,11,54,1168,76
"female","non-hispanic other",0,0,0,0,0,2285.4009188,7241.3694559,17501.7092171,126573.9974314,153602.4770232,0,0,0,0,0,1,1,2,20,76
"female","hispanic",0,14184.9951707,0,0,0,0,11986.9278794,47269.2896279,587803.4063027,647059.62381,0,2,0,0,0,0,2,7,89,76
"female","non-hispanic asian",0,0,0,0,0,0,16406.1630767,10621.7996246,288550.4035715,315578.3662728,0,0,0,0,0,0,2,2,47,76
"male","non-hispanic black",0,2765.2485118,0,0,0,14385.369919,4832.7187322,10420.34785,384561.5070998,414199.943601,0,1,0,0,0,1,1,4,67,76
"female","non-hispanic black",0,12835.2332274,0,0,0,0,9454.0957733,28021.016258,704086.9789301,741562.0909614,0,3,0,0,0,0,1,6,111,76
"male","non-hispanic asian",0,0,0,0,0,8018.5007017,0,7010.1588319,256764.7801003,271793.4396339,0,0,0,0,0,1,0,2,39,76
"male","hispanic",0,3282.7631928,0,0,0,14317.5278667,19847.9476969,58922.3932127,391190.3905941,484278.2593704,0,1,0,0,0,2,3,9,67,76
"male","non-hispanic other",0,0,0,5659.642928,0,0,5659.642928,11183.584608,126995.5928158,143838.8203518,0,0,0,1,0,0,1,1,16,76
"male","non-hispanic white",0,23619.2246829,0,3592.8283069,0,25239.7734881,35208.2210063,212264.9893236,4910078.7079344,5182791.6917524,0,2,0,1,0,4,6,34,826,77
"female","non-hispanic white",0,65128.3662236,0,0,5798.2353203,26442.4620304,56290.202364,237664.8556883,6181178.4959491,6501576.0160318,0,9,0,0,1,5,10,41,1063,77
"female","non-hispanic other",0,0,0,0,0,2285.4009188,7241.3694559,17501.7092171,111892.9016079,138921.3811997,0,0,0,0,0,1,1,2,17,77
"female","hispanic",0,0,0,0,0,0,11986.9278794,20097.1873084,524710.4867629,556794.6019507,0,0,0,0,0,0,2,3,78,77
"female","non-hispanic asian",0,0,0,0,0,0,6598.9980286,10621.7996246,254501.5216946,271722.3193478,0,0,0,0,0,0,1,2,41,77
"male","non-hispanic black",0,0,0,0,0,14385.369919,0,7655.0993382,348290.7291767,370331.1984339,0,0,0,0,0,1,0,3,62,77
"female","non-hispanic black",0,3567.5069132,0,0,0,0,9454.0957733,15185.7830306,648600.395432,673240.2742359,0,1,0,0,0,0,1,3,103,77
"male","non-hispanic asian",0,0,0,0,0,0,0,7010.1588319,189864.5854942,196874.7443261,0,0,0,0,0,0,0,2,28,77
"male","hispanic",0,0,0,0,0,14317.5278667,13553.460015,48430.1296629,353582.3387607,429883.4563053,0,0,0,0,0,2,2,7,61,77
"male","non-hispanic other",0,0,0,0,0,0,0,0,127846.2353606,127846.2353606,0,0,0,0,0,0,0,0,15,77
"male","non-hispanic white",0,36369.1786988,0,18404.0159626,0,25239.7734881,31615.3926994,174052.0367657,4439216.1695036,4670123.3724568,0,6,0,2,0,4,5,30,740,78
"female","non-hispanic white",0,28037.3049981,0,23941.6102898,0,20644.2267101,56290.202364,152907.0582527,5559989.8989952,5789831.386322,0,5,0,4,0,4,10,28,952,78
"female","non-hispanic other",0,0,0,0,0,2285.4009188,7241.3694559,17501.7092171,92823.1795452,119851.659137,0,0,0,0,0,1,1,2,15,78
"female","hispanic",0,0,0,0,0,0,11986.9278794,3399.9070507,490496.4237759,505883.258706,0,0,0,0,0,0,2,1,73,78
"female","non-hispanic asian",0,0,0,0,0,0,6598.9980286,6464.4142007,221130.6066094,234194.0188387,0,0,0,0,0,0,1,1,34,78
"male","non-hispanic black",0,0,0,0,0,0,0,7655.0993382,287532.1514169,295187.2507551,0,0,0,0,0,0,0,3,51,78
"female","non-hispanic black",0,0,0,9454.0957733,0,0,9454.0957733,11618.2761174,569599.9198793,590672.29177,0,0,0,1,0,0,1,2,90,78
"male","non-hispanic asian",0,0,0,0,0,0,0,7010.1588319,158893.3384931,165903.497325,0,0,0,0,0,0,0,2,24,78
"male","hispanic",0,0,0,0,0,14317.5278667,8576.6195879,48430.1296629,300410.5680981,371734.8452156,0,0,0,0,0,2,1,7,53,78
"male","non-hispanic other",0,0,0,0,0,0,0,0,85374.112764,85374.112764,0,0,0,0,0,0,0,0,10,78
"male","non-hispanic white",0,16923.3857288,3533.5812477,5582.7692556,0,25239.7734881,9504.1172648,131792.1060059,3882498.1554498,4049034.1522086,0,4,1,1,0,4,2,23,645,79
"female","non-hispanic white",0,44385.5557707,3702.0163762,11291.8909727,0,20644.2267101,20304.4056522,124869.7532546,4917647.3756826,5083465.7612995,0,8,1,2,0,4,4,23,837,79
"female","non-hispanic other",0,0,0,7241.3694559,0,2285.4009188,7241.3694559,5120.3212031,73600.7642146,88247.8557924,0,0,0,1,0,1,1,1,13,79
"female","non-hispanic asian",0,0,0,0,0,0,6598.9980286,6464.4142007,198593.6042931,211657.0165224,0,0,0,0,0,0,1,1,31,79
"male","non-hispanic black",0,0,0,0,0,0,0,7655.0993382,229820.4183218,237475.51766,0,0,0,0,0,0,0,3,40,79
"female","non-hispanic black",0,0,0,0,0,0,0,11618.2761174,470487.0605897,482105.3367071,0,0,0,0,0,0,0,2,77,79
"male","non-hispanic asian",0,0,0,0,0,0,0,7010.1588319,112372.1040206,119382.2628525,0,0,0,0,0,0,0,2,17,79
"male","hispanic",0,0,4720.5789612,0,0,14317.5278667,0,48430.1296629,267417.3999403,330165.0574699,0,0,1,0,0,2,0,7,48,79
"female","hispanic",0,0,0,0,0,0,11986.9278794,3399.9070507,423070.0683869,438456.903317,0,0,0,0,0,0,2,1,63,79
"male","non-hispanic other",0,0,0,0,0,0,0,0,85374.112764,85374.112764,0,0,0,0,0,0,0,0,10,79
"male","non-hispanic white",7700.1317991,33993.49774,0,0,5212.8144647,21706.1922404,3921.3480092,118402.3015248,3251130.3532918,3395160.1950662,1,4,0,0,1,3,1,20,537,80
"female","non-hispanic white",0,40244.7359771,0,0,8341.9784544,16942.2103339,9012.5146795,78336.9450605,4334835.70087799,4439127.37095189,0,6,0,0,1,3,2,15,734,80
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,69076.7712393,71362.1721581,0,0,0,0,0,1,0,0,12,80
"female","non-hispanic asian",0,0,0,6598.9980286,0,0,6598.9980286,6464.4142007,173498.9222195,186562.3344488,0,0,0,1,0,0,1,1,28,80
"female","non-hispanic black",0,6045.0804673,0,0,0,0,0,11618.2761174,419633.1173197,431251.3934371,0,1,0,0,0,0,0,2,68,80
"male","non-hispanic asian",0,2313.7712669,0,0,0,0,0,7010.1588319,99926.8157861,106936.974618,0,1,0,0,0,0,0,2,15,80
"male","hispanic",0,32621.2767194,0,0,0,9596.9489055,0,49145.3133394,203827.9157533,262570.1779982,0,4,0,0,0,1,0,7,38,80
"male","non-hispanic black",0,2346.9807437,0,0,0,0,0,7655.0993382,197919.5003306,205574.5996688,0,1,0,0,0,0,0,3,32,80
"female","hispanic",0,0,0,3625.1355267,0,0,11986.9278794,3399.9070507,377277.1768191,392664.0117492,0,0,0,1,0,0,2,1,55,80
"male","non-hispanic other",0,0,0,0,0,0,0,0,69762.780934,69762.780934,0,0,0,0,0,0,0,0,9,80
"male","non-hispanic white",0,25927.3959907,0,0,0,8793.2459766,11621.4798083,84408.8037848,2829085.1167166,2933908.6462863,0,4,0,0,0,1,2,16,459,81
"female","non-hispanic white",0,11531.0589529,0,0,0,4771.3176738,9012.5146795,35792.0274455,3789506.46821939,3839082.32801819,0,3,0,0,0,1,2,8,640,81
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,60250.5557163,62535.9566351,0,0,0,0,0,1,0,0,10,81
"female","non-hispanic asian",0,0,0,0,0,0,0,6464.4142007,158502.8380335,164967.2522342,0,0,0,0,0,0,0,1,27,81
"female","non-hispanic black",0,0,0,0,0,0,0,5573.1956501,383599.3562088,389172.5518589,0,0,0,0,0,0,0,1,60,81
"male","non-hispanic asian",0,0,0,0,0,0,0,4696.387565,83044.7340778,87741.1216428,0,0,0,0,0,0,0,1,14,81
"male","hispanic",0,0,0,0,0,9596.9489055,0,16524.03662,227546.2071903,253667.1927158,0,0,0,0,0,1,0,3,40,81
"male","non-hispanic black",0,0,0,0,0,0,0,5308.1185945,171888.630333,177196.7489275,0,0,0,0,0,0,0,2,29,81
"female","hispanic",0,0,0,0,0,0,0,3399.9070507,352133.5107272,355533.4177779,0,0,0,0,0,0,0,1,50,81
"male","non-hispanic other",0,0,0,0,0,0,0,0,57993.3195589,57993.3195589,0,0,0,0,0,0,0,0,7,81
"male","non-hispanic white",0,22470.2901546,0,0,0,8793.2459766,11621.4798083,58481.4077941,2472724.3722076,2551620.5057866,0,5,0,0,0,1,2,12,397,82
"female","non-hispanic white",0,3702.0163762,0,0,0,4771.3176738,9012.5146795,20325.3800984,3304684.46910819,3338793.6815599,0,1,0,0,0,1,2,4,557,82
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,55720.5424884,58005.9434072,0,0,0,0,0,1,0,0,9,82
"female","non-hispanic asian",0,0,0,0,0,0,0,6464.4142007,123277.5029065,129741.9171072,0,0,0,0,0,0,0,1,22,82
"female","non-hispanic black",0,0,0,0,0,0,0,5573.1956501,321649.7137097,327222.9093598,0,0,0,0,0,0,0,1,53,82
"male","non-hispanic asian",0,4696.387565,0,0,0,0,0,4696.387565,80730.9628109,85427.3503759,0,1,0,0,0,0,0,1,13,82
"male","hispanic",0,0,0,0,0,9596.9489055,0,16524.03662,213929.9874215,240050.972947,0,0,0,0,0,1,0,3,38,82
"male","non-hispanic black",0,0,0,0,0,0,0,5308.1185945,129135.6678991,134443.7864936,0,0,0,0,0,0,0,2,23,82
"male","non-hispanic other",0,0,0,0,0,0,0,0,42322.9080598,42322.9080598,0,0,0,0,0,0,0,0,5,82
"female","hispanic",0,0,0,0,0,0,0,0,310916.7381059,310916.7381059,0,0,0,0,0,0,0,0,43,82
"male","non-hispanic white",0,4925.6734625,8793.2459766,0,0,8793.2459766,7700.1317991,24435.0053295,2103182.2849714,2144110.6680766,0,1,1,0,0,1,1,6,340,83
"female","non-hispanic white",0,0,0,0,0,4771.3176738,4284.0441195,16623.3637222,2971597.73703699,2997276.4625525,0,0,0,0,0,1,1,3,498,83
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,44399.5912224,46684.9921412,0,0,0,0,0,1,0,0,7,83
"female","non-hispanic asian",0,0,0,0,0,0,0,6464.4142007,75877.2680144,82341.6822151,0,0,0,0,0,0,0,1,15,83
"female","non-hispanic black",0,0,0,0,0,0,0,5573.1956501,296840.20835,302413.4040001,0,0,0,0,0,0,0,1,48,83
"male","non-hispanic asian",0,0,0,0,0,0,0,0,68630.0154472,68630.0154472,0,0,0,0,0,0,0,0,12,83
"male","hispanic",0,9190.2910284,0,0,0,9596.9489055,0,16524.03662,188333.4811833,214454.4667088,0,2,0,0,0,1,0,3,33,83
"male","non-hispanic black",0,0,0,0,0,0,0,1969.9558258,114218.3382981,116188.2941239,0,0,0,0,0,0,0,1,20,83
"male","non-hispanic other",0,0,0,0,0,0,0,0,30070.204118,30070.204118,0,0,0,0,0,0,0,0,3,83
"female","hispanic",0,0,0,0,0,0,0,0,244879.4381792,244879.4381792,0,0,0,0,0,0,0,0,34,83
"male","non-hispanic white",0,2726.5372812,0,7700.1317991,0,0,7700.1317991,28302.5778436,1738774.6797128,1774777.3893555,0,1,0,1,0,0,1,6,283,84
"female","non-hispanic white",0,0,0,0,0,4771.3176738,4284.0441195,16623.3637222,2516459.28102,2542138.0065355,0,0,0,0,0,1,1,3,417,84
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,35570.8658371,37856.2667559,0,0,0,0,0,1,0,0,6,84
"female","non-hispanic asian",0,0,0,0,0,0,0,0,55471.3316246,55471.3316246,0,0,0,0,0,0,0,0,11,84
"female","non-hispanic black",0,5573.1956501,0,0,0,0,0,5573.1956501,276142.5576411,281715.7532912,0,1,0,0,0,0,0,1,43,84
"male","non-hispanic asian",0,0,0,0,0,0,0,0,51018.0316719,51018.0316719,0,0,0,0,0,0,0,0,9,84
"male","hispanic",0,0,0,0,0,9596.9489055,0,7333.7455916,170167.3334397,187098.0279368,0,0,0,0,0,1,0,1,29,84
"male","non-hispanic black",0,0,0,0,0,0,0,1969.9558258,100583.2456123,102553.2014381,0,0,0,0,0,0,0,1,17,84
"male","non-hispanic other",0,0,0,0,0,0,0,0,30070.204118,30070.204118,0,0,0,0,0,0,0,0,3,84
"female","hispanic",0,0,0,0,0,0,0,0,216192.5644,216192.5644,0,0,0,0,0,0,0,0,31,84
"male","non-hispanic white",0,8793.2459766,0,0,0,0,0,16293.8180284,1436317.0624325,1452610.8804609,0,1,0,0,0,0,0,3,233,85
"female","non-hispanic white",0,0,0,0,0,4771.3176738,4284.0441195,16623.3637222,2101307.3466623,2126986.0721778,0,0,0,0,0,1,1,3,339,85
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,24256.0069669,26541.4078857,0,0,0,0,0,1,0,0,4,85
"female","non-hispanic asian",0,0,0,0,0,0,0,0,52675.495237,52675.495237,0,0,0,0,0,0,0,0,10,85
"female","non-hispanic black",0,0,0,0,0,0,0,0,237986.3409021,237986.3409021,0,0,0,0,0,0,0,0,38,85
"male","non-hispanic black",0,0,0,0,0,0,0,1969.9558258,85533.9152067,87503.8710325,0,0,0,0,0,0,0,1,15,85
"male","non-hispanic other",0,0,0,0,0,0,0,0,30070.204118,30070.204118,0,0,0,0,0,0,0,0,3,85
"female","hispanic",0,0,0,0,0,0,0,0,169943.2762029,169943.2762029,0,0,0,0,0,0,0,0,24,85
"male","hispanic",0,0,0,0,0,9596.9489055,0,0,124873.850194,134470.7990995,0,0,0,0,0,1,0,0,22,85
"male","non-hispanic asian",0,0,0,0,0,0,0,0,31294.8386817,31294.8386817,0,0,0,0,0,0,0,0,6,85
"male","non-hispanic white",0,0,0,0,0,0,0,7500.5720518,1273989.0203505,1281489.5924023,0,0,0,0,0,0,0,2,207,86
"female","non-hispanic white",0,0,0,0,0,4771.3176738,4284.0441195,16623.3637222,1816683.2234207,1842361.9489362,0,0,0,0,0,1,1,3,288,86
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,24256.0069669,26541.4078857,0,0,0,0,0,1,0,0,4,86
"female","non-hispanic asian",0,0,0,0,0,0,0,0,36111.9171703,36111.9171703,0,0,0,0,0,0,0,0,7,86
"female","non-hispanic black",0,0,0,0,0,0,0,0,181830.5187555,181830.5187555,0,0,0,0,0,0,0,0,30,86
"male","non-hispanic black",0,0,0,0,0,0,0,1969.9558258,57591.9231521,59561.8789779,0,0,0,0,0,0,0,1,11,86
"male","non-hispanic other",0,0,0,0,0,0,0,0,26224.1003218,26224.1003218,0,0,0,0,0,0,0,0,2,86
"female","hispanic",0,0,0,0,0,0,0,0,159752.0905552,159752.0905552,0,0,0,0,0,0,0,0,21,86
"male","hispanic",0,0,0,0,9596.9489055,9596.9489055,0,0,124873.850194,134470.7990995,0,0,0,0,1,1,0,0,22,86
"male","non-hispanic asian",0,0,0,0,0,0,0,0,26598.4511167,26598.4511167,0,0,0,0,0,0,0,0,5,86
"male","non-hispanic white",0,3533.5812477,0,0,0,0,0,7500.5720518,1018066.8196223,1025567.3916741,0,1,0,0,0,0,0,2,164,87
"female","non-hispanic white",0,0,0,4284.0441195,0,4771.3176738,4284.0441195,10012.987855,1424594.5611202,1443662.9107685,0,0,0,1,0,1,1,2,233,87
"female","non-hispanic other",0,0,0,0,0,2285.4009188,0,0,24256.0069669,26541.4078857,0,0,0,0,0,1,0,0,4,87
"female","non-hispanic asian",0,0,0,0,0,0,0,0,28270.5472295,28270.5472295,0,0,0,0,0,0,0,0,5,87
"female","non-hispanic black",0,0,0,0,0,0,0,0,129831.7647329,129831.7647329,0,0,0,0,0,0,0,0,21,87
"male","non-hispanic black",0,0,0,0,0,0,0,1969.9558258,54889.1613658,56859.1171916,0,0,0,0,0,0,0,1,10,87
"male","non-hispanic other",0,0,0,0,0,0,0,0,9362.2613108,9362.2613108,0,0,0,0,0,0,0,0,1,87
"male","hispanic",0,0,0,0,0,0,0,0,96174.1728043,96174.1728043,0,0,0,0,0,0,0,0,15,87
"female","hispanic",0,0,0,0,0,0,0,0,141468.8653702,141468.8653702,0,0,0,0,0,0,0,0,18,87
"male","non-hispanic asian",0,0,0,0,0,0,0,0,26598.4511167,26598.4511167,0,0,0,0,0,0,0,0,5,87
