"x","race","name","value"
"[40,45)","hispanic","se_dx_lost_both_to_dead",13.8739508896097
"[40,45)","hispanic","se_dx_lost_none_to_dead",22.8247754218822
"[45,50)","hispanic","se_pr_lost_none",0.0247328477392214
"[45,50)","hispanic","se_pr_lost_mom",0.0131589407400212
"[45,50)","hispanic","se_pr_lost_dad",0.0238463605086832
"[45,50)","hispanic","se_pr_lost_both",0.0171219913731637
"[45,50)","hispanic","se_mx_lost_none_to_lost_mom",0.0131589407400212
"[45,50)","hispanic","se_mx_lost_none_to_lost_dad",0.0238463605086832
"[45,50)","hispanic","se_mx_lost_none_to_lost_both",0.0171219913731637
"[45,50)","hispanic","se_mx_lost_dad_to_lost_both",0.0388700489075918
"[45,50)","hispanic","se_mx_lost_mom_to_lost_both",0.0617498676404674
"[45,50)","hispanic","se_Lx_lost_mom",6220.53682196333
"[45,50)","hispanic","se_Lx_lost_dad",11272.7282951376
"[45,50)","hispanic","se_Lx_lost_both",8093.96287333167
"[45,50)","hispanic","se_Lx_lost_none",11691.7913921384
"[45,50)","hispanic","se_dx_lost_mom_to_dead",21.0772345418944
"[45,50)","hispanic","se_dx_lost_dad_to_dead",38.1957289224236
"[45,50)","hispanic","se_dx_lost_both_to_dead",27.4250211416244
"[45,50)","hispanic","se_dx_lost_none_to_dead",39.6156531887911
"[50,55)","hispanic","se_pr_lost_none",0.0275487367687072
"[50,55)","hispanic","se_pr_lost_mom",0.0172404715504563
"[50,55)","hispanic","se_pr_lost_dad",0.0249364523025627
"[50,55)","hispanic","se_pr_lost_both",0.0232950141372342
"[50,55)","hispanic","se_mx_lost_none_to_lost_mom",0.0172404715504563
"[50,55)","hispanic","se_mx_lost_none_to_lost_dad",0.0249364523025627
"[50,55)","hispanic","se_mx_lost_none_to_lost_both",0.0232950141372342
"[50,55)","hispanic","se_mx_lost_dad_to_lost_both",0.039684860454817
"[50,55)","hispanic","se_mx_lost_mom_to_lost_both",0.0395524667265009
"[50,55)","hispanic","se_Lx_lost_mom",7981.391583529
"[50,55)","hispanic","se_Lx_lost_dad",11544.2080541863
"[50,55)","hispanic","se_Lx_lost_both",10784.3123216772
"[50,55)","hispanic","se_Lx_lost_none",12753.5523108587
"[50,55)","hispanic","se_dx_lost_mom_to_dead",40.8656161691664
"[50,55)","hispanic","se_dx_lost_dad_to_dead",59.1076343494959
"[50,55)","hispanic","se_dx_lost_both_to_dead",55.2168833434446
"[50,55)","hispanic","se_dx_lost_none_to_dead",65.2996119880256
"[55,60)","hispanic","se_pr_lost_none",0.0231300312215356
"[55,60)","hispanic","se_pr_lost_mom",0.0145451647202007
"[55,60)","hispanic","se_pr_lost_dad",0.0266416543579666
"[55,60)","hispanic","se_pr_lost_both",0.029591868789903
"[55,60)","hispanic","se_mx_lost_none_to_lost_mom",0.0145451647202007
"[55,60)","hispanic","se_mx_lost_none_to_lost_dad",0.0266416543579666
"[55,60)","hispanic","se_mx_lost_none_to_lost_both",0.029591868789903
"[55,60)","hispanic","se_mx_lost_dad_to_lost_both",0.035779119693903
"[55,60)","hispanic","se_mx_lost_mom_to_lost_both",0.0297024814190693
"[55,60)","hispanic","se_Lx_lost_mom",6520.22189700161
"[55,60)","hispanic","se_Lx_lost_dad",11942.7659609733
"[55,60)","hispanic","se_Lx_lost_both",13265.2709384004
"[55,60)","hispanic","se_Lx_lost_none",10368.5959526835
"[55,60)","hispanic","se_dx_lost_mom_to_dead",51.7388882686012
"[55,60)","hispanic","se_dx_lost_dad_to_dead",94.767546785026
"[55,60)","hispanic","se_dx_lost_both_to_dead",105.261811910149
"[55,60)","hispanic","se_dx_lost_none_to_dead",82.2762838401035
"[60,Inf)","hispanic","se_pr_lost_none",0.00916911269473637
"[60,Inf)","hispanic","se_pr_lost_mom",0.00767743502118365
