ind,race,x,state,mean,se_mean,sd,2.5%,5%,10%,25%,50%,75%,90%,95%,97.5%,n_eff,Rhat
"2,10,1",non-hispanic black,45,lost_none,44670.13509175177,31.771906080781854,2153.3966551217786,40296.71722398354,40969.473702786156,41866.20377038098,43277.87809338055,44707.91961095341,46145.649424442585,47359.39453269186,48133.04746792468,48730.23595630004,4593.688351091762,1.0002045291706947
"2,10,2",non-hispanic black,45,lost_mom,7931.2482218714285,20.152192098875656,1105.098737777326,5798.565972796544,6149.582939906966,6528.693709560675,7180.73630290314,7932.006807365136,8662.663993782355,9361.15338255951,9767.087418011295,10101.431003188367,3007.167208393851,1.000979216088779
"2,10,3",non-hispanic black,45,lost_dad,24018.53861219671,29.618448780759163,1973.5193024529133,20312.479117027946,20827.850494062506,21471.134639441574,22682.16043487135,23998.943789294884,25312.26629149174,26568.68941365144,27302.603388873544,27948.189171619328,4439.7461401865185,1.0000214669942649
"2,10,4",non-hispanic black,45,lost_both,10329.648939303603,16.157976867788374,849.1784649486699,8766.797781330086,8994.178761176197,9267.241601480082,9739.155537968181,10299.47004039216,10887.016509071675,11432.363578451674,11755.072509691752,12057.87527729382,2762.001943732504,1.0015087071181712
"2,11,1",non-hispanic black,50,lost_none,34128.17345669835,36.746065049627006,2551.3477727824184,28955.10159726902,29850.81558436714,30794.094971734427,32484.742930614477,34191.63874220088,35864.156377736304,37329.081567470406,38208.4622778318,39007.53617859628,4820.7836694401085,1.0000959801140923
"2,11,2",non-hispanic black,50,lost_mom,8323.456901656768,24.215271365544695,1380.2047326177649,5631.755178223215,6093.077181076711,6575.930916759831,7378.2597108159,8316.998649964395,9224.893152203764,10120.312867252635,10601.891974495087,11040.3765457395,3248.690540885333,1.0010942163160097
"2,11,3",non-hispanic black,50,lost_dad,26135.169370857388,35.07686549848216,2429.2834735587353,21406.24854978981,22223.017684168553,23076.35357032818,24451.67647134609,26102.904308718324,27768.322347821784,29287.93488099302,30167.18535656367,30990.22471438546,4796.393838462751,1.0002346586483788
"2,11,4",non-hispanic black,50,lost_both,17876.456062268295,21.753035661054643,1266.5313280602068,15516.642980793456,15898.501244431975,16299.877920527617,16995.375836495245,17826.33031362974,18721.445271368837,19518.1107192689,20014.942429932475,20478.411994195438,3389.940922737783,1.0012823727756688
"2,12,1",non-hispanic black,55,lost_none,24849.200401480237,42.145136840907114,2903.9388275975507,18973.089880133404,19923.968114286454,21055.582062178055,22947.709898804882,24978.3164929859,26805.558220275707,28486.322119332766,29509.239675935318,30300.162226167482,4747.664163329561,1.0000799195907588
"2,12,2",non-hispanic black,55,lost_mom,7508.622949342727,27.9833385737709,1637.360660037822,4331.022474335777,4846.430915481529,5417.976086217008,6405.640349566454,7488.209411774869,8586.424168163725,9687.093413244253,10238.436093161012,10720.681474181296,3423.652276395167,1.0004087208987917
"2,12,3",non-hispanic black,55,lost_dad,23796.382940148444,40.76872362701137,2868.835161992029,18177.155024407464,19225.11900817671,20190.014277999693,21843.06408295408,23768.414460015538,25671.416748735326,27456.97431977197,28540.633142206596,29494.17476038909,4951.730050203789,1.0002385773183435
"2,12,4",non-hispanic black,55,lost_both,26117.724258777904,26.497477282057528,1742.6122981327972,22924.116605805764,23399.25113961246,23927.973810552176,24919.91526070217,26042.17386670498,27258.197358244703,28404.966679428664,29090.060280001366,29651.360897290564,4325.063542320734,1.0007537098165518
"2,13,1",non-hispanic black,60,lost_none,18026.80321685243,46.49495338735526,3170.8528849992294,11549.786045470422,12584.658879847771,13903.71767592251,15954.294488995762,18166.321530403384,20182.871640397803,21945.49026525469,23102.4738089529,23930.1363401778,4650.938026473953,1.0000126641991438
"2,13,2",non-hispanic black,60,lost_mom,5567.5558589357615,31.983223277038913,1910.0600199910853,1917.7785376098866,2463.4317861062023,3161.0012089864604,4315.4640448350965,5536.486329522055,6814.958504318887,8040.420641383912,8812.238327999372,9386.348861787117,3566.5602817687854,1.0001535713116214
