"race","x","name","value"
"all","[20,25)","lx_lost_both",4641.14787648117
"all","[20,25)","lx_lost_none",56484.3985734188
"all","[25,30)","lx",98414.84375
"all","[25,30)","dx",689.753570556641
"all","[25,30)","Lx",490410.8828125
"all","[25,30)","pr_lost_none",0.897833645923176
"all","[25,30)","pr_lost_mom",0.0320670878669316
"all","[25,30)","pr_lost_dad",0.0665042586459466
"all","[25,30)","pr_lost_both",0.00359500756394626
"all","[25,30)","mx_lost_none_to_lost_mom",0.0320670878669316
"all","[25,30)","mx_lost_none_to_lost_dad",0.0665042586459466
"all","[25,30)","mx_lost_none_to_lost_both",0.00359500756394626
"all","[25,30)","mx_lost_dad_to_lost_both",0.0512845249076075
"all","[25,30)","mx_lost_mom_to_lost_both",0.100807524642356
"all","[25,30)","Lx_lost_mom",15726.0488700479
"all","[25,30)","Lx_lost_dad",32614.4121933495
"all","[25,30)","Lx_lost_both",1763.0308331525
"all","[25,30)","Lx_lost_none",440307.39091595
"all","[25,30)","dx_lost_mom_to_dead",22.1183883535696
"all","[25,30)","dx_lost_dad_to_dead",45.8715498582641
"all","[25,30)","dx_lost_both_to_dead",2.47966930341007
"all","[25,30)","dx_lost_none_to_dead",619.283963041398
"all","[25,30)","dx_lost_none_to_lost_mom",14099.5171597037
"all","[25,30)","dx_lost_none_to_lost_dad",29241.1315883429
"all","[25,30)","dx_lost_none_to_lost_both",1580.68207027292
"all","[25,30)","dx_lost_mom_to_lost_both",1583.07435901525
"all","[25,30)","dx_lost_dad_to_lost_both",1670.26213383555
"all","[25,30)","ex_lost_none",22.0039516302083
"all","[25,30)","ex_lost_mom",2.90720790228132
"all","[25,30)","ex_lost_dad",8.44325880277979
"all","[25,30)","ex_lost_both",19.686704636486
"all","[25,30)","ex",53.0411229717554
"all","[25,30)","lx_lost_mom",17184.1039394209
"all","[25,30)","lx_lost_dad",45735.1898160116
"all","[25,30)","lx_lost_both",7810.08749306161
"all","[25,30)","lx_lost_none",27685.4894256392
"all","[30,35)","lx",97725.09375
"all","[30,35)","dx",869.405639648438
"all","[30,35)","Lx",486525.5390625
"all","[30,35)","pr_lost_none",0.84345961177267
"all","[30,35)","pr_lost_mom",0.0458351252938716
"all","[30,35)","pr_lost_dad",0.0942000204121953
"all","[30,35)","pr_lost_both",0.0165052425212637
"all","[30,35)","mx_lost_none_to_lost_mom",0.0458351252938716
"all","[30,35)","mx_lost_none_to_lost_dad",0.0942000204121953
"all","[30,35)","mx_lost_none_to_lost_both",0.0165052425212637
"all","[30,35)","mx_lost_dad_to_lost_both",0.149091760264229
"all","[30,35)","mx_lost_mom_to_lost_both",0.264760108092537
"all","[30,35)","Lx_lost_mom",22299.9590415981
"all","[30,35)","Lx_lost_dad",45830.7157107418
"all","[30,35)","Lx_lost_both",8030.22201501513
"all","[30,35)","Lx_lost_none",410364.642295145
"all","[30,35)","dx_lost_mom_to_dead",39.8493164244847
"all","[30,35)","dx_lost_dad_to_dead",81.8980290013606
"all","[30,35)","dx_lost_both_to_dead",14.3497509317519
"all","[30,35)","dx_lost_none_to_dead",733.308543290841
"all","[30,35)","dx_lost_none_to_lost_mom",18775.503506812
"all","[30,35)","dx_lost_none_to_lost_dad",38587.2800008994
"all","[30,35)","dx_lost_none_to_lost_both",6761.06450788307
"all","[30,35)","dx_lost_mom_to_lost_both",5893.5890569887
"all","[30,35)","dx_lost_dad_to_lost_both",6820.77175817797
"all","[30,35)","ex_lost_none",17.6536855013614
"all","[30,35)","ex_lost_mom",2.7668058653741
"all","[30,35)","ex_lost_dad",8.1691155565971
"all","[30,35)","ex_lost_both",19.8076139468428
"all","[30,35)","ex",48.3972208701754
"all","[30,35)","lx_lost_mom",29678.4283517558
"all","[30,35)","lx_lost_dad",73260.1877206607
"all","[30,35)","lx_lost_both",12641.6263868819
"all","[30,35)","lx_lost_none",-17855.1253557218
"all","[35,40)","lx",96855.6875
"all","[35,40)","dx",1062.03187561035
"all","[35,40)","Lx",481705.484375
"all","[35,40)","pr_lost_none",0.784968938925337
"all","[35,40)","pr_lost_mom",0.0567012262587123
"all","[35,40)","pr_lost_dad",0.134418029027249
"all","[35,40)","pr_lost_both",0.0239118057887042
"all","[35,40)","mx_lost_none_to_lost_mom",0.0567012262587123
"all","[35,40)","mx_lost_none_to_lost_dad",0.134418029027249
"all","[35,40)","mx_lost_none_to_lost_both",0.0239118057887042
"all","[35,40)","mx_lost_dad_to_lost_both",0.151025268336192
"all","[35,40)","mx_lost_mom_to_lost_both",0.296624567782531
"all","[35,40)","Lx_lost_mom",27313.2916596095
"all","[35,40)","Lx_lost_dad",64749.9017813036
"all","[35,40)","Lx_lost_both",11518.4479897287
"all","[35,40)","Lx_lost_none",378123.842944359
"all","[35,40)","dx_lost_mom_to_dead",60.2185096729472
"all","[35,40)","dx_lost_dad_to_dead",142.756231483656
"all","[35,40)","dx_lost_both_to_dead",25.395099951008
"all","[35,40)","dx_lost_none_to_dead",833.662034502744
"all","[35,40)","dx_lost_none_to_lost_mom",21392.8159129603
"all","[35,40)","dx_lost_none_to_lost_dad",50714.602489237
"all","[35,40)","dx_lost_none_to_lost_both",9021.68953190157
"all","[35,40)","dx_lost_mom_to_lost_both",8083.93104384562
"all","[35,40)","dx_lost_dad_to_lost_both",9757.31149309697
"all","[35,40)","ex_lost_none",13.5752836234673
"all","[35,40)","ex_lost_mom",2.56140253550041
"all","[35,40)","ex_lost_dad",7.76925844351983
"all","[35,40)","ex_lost_both",19.9025040001291
"all","[35,40)","ex",43.8084486026166
"all","[35,40)","lx_lost_mom",42520.4934851546
"all","[35,40)","lx_lost_dad",104944.797934381
"all","[35,40)","lx_lost_both",32102.7019589999
"all","[35,40)","lx_lost_none",-82712.2819146071
"all","[40,45)","lx",95793.65625
"all","[40,45)","dx",1322.72906494141
"all","[40,45)","Lx",475798.9765625
"all","[40,45)","pr_lost_none",0.70616729536401
"all","[40,45)","pr_lost_mom",0.0651988577483482
"all","[40,45)","pr_lost_dad",0.183807593300392
"all","[40,45)","pr_lost_both",0.0448262535872504
"all","[40,45)","mx_lost_none_to_lost_mom",0.0651988577483482
"all","[40,45)","mx_lost_none_to_lost_dad",0.183807593300392
"all","[40,45)","mx_lost_none_to_lost_both",0.0448262535872504
"all","[40,45)","mx_lost_dad_to_lost_both",0.196061318993069
"all","[40,45)","mx_lost_mom_to_lost_both",0.407418388794185
"all","[40,45)","Lx_lost_mom",31021.5497897081
"all","[40,45)","Lx_lost_dad",87455.4647767427
"all","[40,45)","Lx_lost_both",21328.2855799449
"all","[40,45)","Lx_lost_none",335993.676416104
"all","[40,45)","dx_lost_mom_to_dead",86.2404241447204
"all","[40,45)","dx_lost_dad_to_dead",243.127646015358
"all","[40,45)","dx_lost_both_to_dead",59.2929884922901
"all","[40,45)","dx_lost_none_to_dead",934.068006289038
"all","[40,45)","dx_lost_none_to_lost_mom",21845.5037459288
"all","[40,45)","dx_lost_none_to_lost_dad",61586.5002339799
"all","[40,45)","dx_lost_none_to_lost_both",15019.4669734232
"all","[40,45)","dx_lost_mom_to_lost_both",12603.6138985675
"all","[40,45)","dx_lost_dad_to_lost_both",17098.9658503186
"all","[40,45)","ex_lost_none",9.7785137563747
"all","[40,45)","ex_lost_mom",2.30467361329604
"all","[40,45)","ex_lost_dad",7.17946253493158
"all","[40,45)","ex_lost_both",20.0029139185746
"all","[40,45)","ex",39.2655638231769
"all","[40,45)","lx_lost_mom",55769.1598445963
"all","[40,45)","lx_lost_dad",145759.332699037
"all","[40,45)","lx_lost_both",58940.2389278931
"all","[40,45)","lx_lost_none",-164675.051883209
"all","[45,50)","lx",94470.9296875
"all","[45,50)","dx",1790.44799804688
"all","[45,50)","Lx",468118.96875
"all","[45,50)","pr_lost_none",0.562463839109168
"all","[45,50)","pr_lost_mom",0.0938813147046053
"all","[45,50)","pr_lost_dad",0.240449505301513
"all","[45,50)","pr_lost_both",0.103205340884714
"all","[45,50)","mx_lost_none_to_lost_mom",0.0938813147046053
