"race","sex","age","w","s_lost_none","s_lost_mom","s_lost_dad","s_lost_both","s_lost_none0","s_lost_mom0","s_lost_dad0","i_lost_none_to_lost_mom","i_lost_none_to_lost_dad","i_lost_dad_to_lost_both","i_lost_mom_to_lost_both","i_lost_none_to_lost_both"
"non-hispanic black","male",60,4528.8216406,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",17,5108.900039,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",61,2536.1557132,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",80,2080.9328436,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",32,5054.4253159,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",33,5054.4253159,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",31,5361.9156647,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",31,3259.1622139,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,3259.1622139,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",30,4165.8242301,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",74,2606.5284309,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",68,2606.5284309,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",64,1506.2165562,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",34,8783.3998544,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",63,2174.1314902,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",40,3145.0908842,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",50,4134.2665732,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",22,5310.9945428,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",21,4867.1419756,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",61,4484.9888312,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",57,4484.9888312,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",42,3137.0273851,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",45,3137.0273851,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",18,3685.4136515,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",87,3281.9787074,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",88,3281.9787074,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",60,2389.1199079,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",82,3418.5811505,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",63,2262.5410702,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",62,2262.5410702,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",62,3833.7981815,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,3354.4709809,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",61,3354.4709809,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",61,7642.6788164,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",24,6571.1778882,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",62,7254.3409608,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",59,3782.7376262,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",38,8128.1797974,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",11,9018.6119996,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",50,6608.3487191,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",86,819.61788532,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",44,3253.8348707,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",19,4423.1387455,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",56,4406.337921,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",74,6366.6402921,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",74,6366.6402921,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",62,5445.1477803,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",79,5445.1477803,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",74,1893.9970389,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",75,1893.9970389,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",61,3421.8279247,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",51,3208.9014977,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",46,3208.9014977,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",74,5867.8428322,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",56,2229.8531686,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,2229.8531686,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",14,2466.0629043,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",25,2881.0275301,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",54,3577.2483025,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",60,3107.9049046,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",60,3107.9049046,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",20,3695.3339961,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",26,4707.0866885,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",36,7363.3038353,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",47,6150.1415096,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",31,5046.7928695,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",30,5046.7928695,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,4079.6408005,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",7,4295.6261513,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",76,3559.6584025,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",74,3559.6584025,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",60,4779.0460487,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",34,2595.6926315,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",27,2595.6926315,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",0,4115.9064001,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",80,5243.6042341,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",64,2716.0622794,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,2716.0622794,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",38,10555.916589,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",37,4737.281687,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",37,5699.0809486,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",15,5506.2470198,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,4250.8437135,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",11,5055.1117894,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",7,6190.8050064,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",70,4845.4290598,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",65,4845.4290598,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",43,8641.1923765,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",32,8641.1923765,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",22,8631.955423,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",4,9294.2936286,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",1,12592.480059,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",56,9007.7833899,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",50,9007.7833899,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",20,9113.6310108,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",4,13429.739766,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",68,5347.6607207,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",70,5347.6607207,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",34,11827.390844,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",61,6516.4944725,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",60,6516.4944725,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,8263.3780584,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",81,8263.3780584,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",34,5198.4042215,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",39,5198.4042215,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",7,5978.8808141,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",3,6630.1930988,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",51,8138.1269088,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",56,6323.621796,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",32,10845.183641,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",44,8746.1994244,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",41,8746.1994244,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",18,10818.277398,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",17,8792.1899441,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",8,12496.912995,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",3,13682.335475,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",13,10121.403889,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",64,6351.3568381,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",63,6351.3568381,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",82,4879.2682608,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",90,4879.2682608,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",40,11798.370158,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",39,11798.370158,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",41,7785.8600397,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",42,7785.8600397,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,8937.3565434,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",72,7218.6760521,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",78,7218.6760521,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",50,13121.957194,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",9,20550.901512,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",45,10272.143756,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",14,13728.172703,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",18,13954.69191,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",63,4178.585236,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,4178.585236,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",58,3296.3725707,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",53,3476.3464789,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",53,3085.015498,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",53,3085.015498,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",77,4804.5295512,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",58,4007.0955521,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",69,3147.0013401,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",51,6800.0264996,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",65,6800.0264996,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",12,8406.1807434,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,3625.4539529,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",56,3625.4539529,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",83,2972.8000577,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",56,3212.8493061,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",63,3212.8493061,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",43,2195.2710334,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",42,5891.8993558,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",41,5891.8993558,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",14,5385.2450609,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",13,5099.5202357,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",62,8459.0727221,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",28,4296.3920623,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",27,4887.9294514,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",9,3796.1506596,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",3,4510.634822,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",3,4510.634822,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",69,6300.1696065,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",26,3665.2754535,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",25,3665.2754535,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",27,1947.9594677,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",28,2647.1527091,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",7,2000.2893896,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",6,1871.6497597,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",5,2000.2893896,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",38,3073.1249189,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",16,3512.7525331,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",15,3129.487067,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",11,2824.397905,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",1,3126.6052128,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",53,2408.6222374,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",55,2408.6222374,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",31,2589.2113581,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",5,2511.9187708,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",2,3372.7016561,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",33,3140.9133196,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",0,3426.2553095,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",35,6032.7264198,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",33,6564.0036827,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",32,9888.1847095,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",72,5324.1245631,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",69,5324.1245631,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",59,8901.4320973,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",56,7261.0649872,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",62,5950.244368,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",76,3828.33031,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",38,11384.455316,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",84,4057.4868734,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",25,1803.3443286,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",60,1233.3858827,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",24,1803.3443286,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",67,4990.0835474,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",59,6281.792372,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",24,8246.0646719,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",18,8778.4990451,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",54,5337.524909,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",16,5956.6777078,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",51,3623.7442196,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",19,4727.580503,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",35,4034.7475721,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",9,3720.6675767,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",7,3873.6185326,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",4,3654.2490804,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",44,5409.1241205,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",17,6118.3128328,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",15,5430.2169565,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",10,5329.1953499,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",47,10618.416255,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",37,9214.4969978,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","male",5,9405.5948745,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",55,3524.0868562,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",49,5033.6106099,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",53,5033.6106099,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",52,4710.1989957,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",88,6993.0623812,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",59,3542.8620429,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",54,3650.976349,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",63,4510.2664568,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",60,4231.7641902,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",57,4231.7641902,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",71,3298.9976935,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,6838.1984446,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",54,6838.1984446,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",28,9794.5406497,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",61,6201.5069076,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",68,5719.8083029,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",63,5719.8083029,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",47,1942.20848,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",25,2204.5985458,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",23,1964.0616787,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",20,2204.5985458,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",46,12610.117919,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",46,12610.117919,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",10,15920.524552,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",8,15877.219749,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",44,5365.6724888,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",39,5365.6724888,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",14,5067.7751812,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",10,5067.7751812,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",54,7525.5502341,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",57,7525.5502341,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",30,3445.5660251,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",3,3257.5516673,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",43,8909.9594582,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",41,8909.9594582,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,8864.3302593,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",10,8967.5767319,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",36,4451.6313464,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",33,4451.6313464,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",2,5430.2518915,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",33,6309.5074712,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",33,6309.5074712,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",7,6400.7442625,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",4,6833.5470478,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",1,9078.090401,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",62,5267.5046213,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",57,5267.5046213,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",19,8175.9796852,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",18,6226.9920064,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",41,5446.5135084,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",18,6182.5102309,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",9,6025.2223158,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",5,6316.9291287,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",4,6196.8100188,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",56,3138.8648084,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",48,6825.4344814,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",50,6825.4344814,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",51,4300.8259548,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",47,4300.8259548,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",17,4539.4149591,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",79,3431.7880694,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",53,4800.5645299,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",46,7588.1951185,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,7588.1951185,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",6,8438.4289987,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,4270.049546,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",63,4270.049546,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",46,5983.5437609,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",22,9024.7790932,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",5,14232.467825,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",25,6662.3231694,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",52,4344.7506193,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",23,5097.2722081,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",18,4496.2506271,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",35,11387.806986,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",34,11387.806986,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",6,12736.322398,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",27,19199.608394,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",32,3300.8899509,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",34,3676.5689012,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",71,2085.8141152,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",21,2424.5960559,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",34,2404.7181887,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,2354.3140607,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",8,2310.5153339,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",59,10354.870629,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",52,10354.870629,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",27,12970.995743,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",20,13714.52936,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",46,6154.2067171,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",28,9398.4479103,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",28,9039.1755465,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",37,5747.5022831,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",14,5717.9371957,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",9,5760.2397267,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",7,5389.7957749,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",59,4309.8171692,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",51,4309.8171692,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",30,4807.7154085,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",15,4542.388385,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",64,4241.5476606,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",61,4241.5476606,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",45,11536.844789,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",20,8566.4402967,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",20,2430.5206185,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",22,2095.3378759,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",54,1431.884114,1,0,0,0,1,0,0,0,0,0,0,0
