"sex","race","x","name","value"
"all","all","[23,24)","se_pr_lost_mom",0.00366579460070293
"all","all","[23,24)","se_pr_lost_dad",0.010606841001663
"all","all","[23,24)","se_pr_lost_both",0.00443974113430831
"all","all","[23,24)","se_mx_lost_none_to_lost_mom",0.00176763491937364
"all","all","[23,24)","se_mx_lost_none_to_lost_dad",0
"all","all","[23,24)","se_mx_lost_none_to_lost_both",0
"all","all","[23,24)","se_mx_lost_dad_to_lost_both",0
"all","all","[23,24)","se_mx_lost_mom_to_lost_both",0
"all","all","[23,24)","se_Lx_lost_mom",361.42850315394
"all","all","[23,24)","se_Lx_lost_dad",1045.77999697195
"all","all","[23,24)","se_Lx_lost_both",437.735652798531
"all","all","[23,24)","se_Lx_lost_none",1190.34705782908
"all","all","[23,24)","se_dx_lost_mom_to_dead",0.426581731578439
"all","all","[23,24)","se_dx_lost_dad_to_dead",1.23429845201882
"all","all","[23,24)","se_dx_lost_both_to_dead",0.516644456967146
"all","all","[23,24)","se_dx_lost_none_to_dead",1.40492602181891
"all","all","[24,25)","se_pr_lost_none",0.0122390435747546
"all","all","[24,25)","se_pr_lost_mom",0.00736597646724359
"all","all","[24,25)","se_pr_lost_dad",0.00918046252416601
"all","all","[24,25)","se_pr_lost_both",0.00352442815201992
"all","all","[24,25)","se_mx_lost_none_to_lost_mom",0.00160816570167857
"all","all","[24,25)","se_mx_lost_none_to_lost_dad",0.00222455665581881
"all","all","[24,25)","se_mx_lost_none_to_lost_both",0
"all","all","[24,25)","se_mx_lost_dad_to_lost_both",0
"all","all","[24,25)","se_mx_lost_mom_to_lost_both",0
"all","all","[24,25)","se_Lx_lost_mom",725.370172187546
"all","all","[24,25)","se_Lx_lost_dad",904.053075858868
"all","all","[24,25)","se_Lx_lost_both",347.070760660465
"all","all","[24,25)","se_Lx_lost_none",1205.24918654169
"all","all","[24,25)","se_dx_lost_mom_to_dead",0.897434522914038
"all","all","[24,25)","se_dx_lost_dad_to_dead",1.11850262380599
"all","all","[24,25)","se_dx_lost_both_to_dead",0.429399077124176
"all","all","[24,25)","se_dx_lost_none_to_dead",1.49114516999593
"all","all","[25,26)","se_pr_lost_none",0.0135868456094012
"all","all","[25,26)","se_pr_lost_mom",0.0084065726453566
"all","all","[25,26)","se_pr_lost_dad",0.0114749879829847
"all","all","[25,26)","se_pr_lost_both",0
"all","all","[25,26)","se_mx_lost_none_to_lost_mom",0.00335619248791112
"all","all","[25,26)","se_mx_lost_none_to_lost_dad",0.00109747726884711
"all","all","[25,26)","se_mx_lost_none_to_lost_both",0
"all","all","[25,26)","se_mx_lost_dad_to_lost_both",0
"all","all","[25,26)","se_mx_lost_mom_to_lost_both",0
"all","all","[25,26)","se_Lx_lost_mom",826.79955494058
"all","all","[25,26)","se_Lx_lost_dad",1128.58299779527
"all","all","[25,26)","se_Lx_lost_both",0
"all","all","[25,26)","se_Lx_lost_none",1336.28749513087
"all","all","[25,26)","se_dx_lost_mom_to_dead",1.06401855027905
"all","all","[25,26)","se_dx_lost_dad_to_dead",1.45238738701306
"all","all","[25,26)","se_dx_lost_both_to_dead",0
"all","all","[25,26)","se_dx_lost_none_to_dead",1.71968486778802
"all","all","[26,27)","se_pr_lost_none",0.0142624567220533
"all","all","[26,27)","se_pr_lost_mom",0.00597668891294388
"all","all","[26,27)","se_pr_lost_dad",0.0125314230380763
